         3097756478 function calls (3026930682 primitive calls) in 24211.480 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   413822   62.825    0.000  414.193    0.001 function.py:412(__init__)
  1240940  104.722    0.000  399.470    0.000 tensor_util.py:360(make_tensor_proto)
  3863994   79.066    0.000  392.331    0.000 func_graph.py:365(inner_cm)
   137859    1.253    0.000  361.011    0.003 dataset_ops.py:606(from_tensor_slices)
   137859    7.764    0.000  359.758    0.003 dataset_ops.py:2999(__init__)
   137859    0.995    0.000  356.676    0.003 dataset_ops.py:1002(concatenate)
   137859    7.197    0.000  355.681    0.003 dataset_ops.py:3504(__init__)
   137859    3.064    0.000  339.655    0.002 iterator_ops.py:531(__del__)
   137859    0.706    0.000  323.983    0.002 gen_dataset_ops.py:1262(delete_iterator)
  1930026   55.312    0.000  320.633    0.000 dataset_ops.py:186(__init__)
   275718    5.901    0.000  280.399    0.001 gen_dataset_ops.py:6595(tensor_dataset)
19232697/12726256   79.844    0.000  265.437    0.000 contextlib.py:117(__exit__)
  3312440   78.605    0.000  264.875    0.000 ops.py:3521(_create_op_helper)
   137859    5.270    0.000  262.795    0.002 gen_dataset_ops.py:853(concatenate_dataset)
   137859    4.520    0.000  250.253    0.002 gen_dataset_ops.py:6664(tensor_slice_dataset)
   137861    3.583    0.000  246.160    0.002 gen_math_ops.py:7268(_range)
  1931997   25.990    0.000  229.695    0.000 func_graph.py:362(as_default)
  3312440  131.390    0.000  225.586    0.000 ops.py:1737(_NodeDef)
   413946   31.264    0.000  220.637    0.001 func_graph.py:165(__init__)
  4419539  177.019    0.000  213.320    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrValueProto}
  1102872    5.897    0.000  209.722    0.000 dataset_ops.py:2956(__init__)
  5529705    9.676    0.000  205.988    0.000 nest.py:536(pack_sequence_as)
  5667568   31.684    0.000  201.742    0.000 nest.py:496(_pack_sequence_as)
253864850/253864023  152.704    0.000  201.654    0.000 {built-in method builtins.isinstance}
  3312440  198.557    0.000  198.557    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FinishOperation}
  3867822   60.841    0.000  191.575    0.000 ops.py:5580(get_controller)
   827798    8.594    0.000  187.843    0.000 func_graph.py:69(convert_structure_to_signature)
 19232697   49.638    0.000  172.509    0.000 contextlib.py:238(helper)
  4140939   22.301    0.000  167.096    0.000 tf_stack.py:131(extract_stack)
   137859    1.636    0.000  166.328    0.001 gen_dataset_ops.py:2003(flat_map_dataset)
   413801    8.351    0.000  161.116    0.000 function.py:3632(decorated)
20922958/20644374  112.019    0.000  158.236    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
 49962168   56.480    0.000  155.182    0.000 ops.py:2376(type)
  1932004   13.376    0.000  150.771    0.000 tf_contextlib.py:25(contextmanager)
   137859    3.916    0.000  150.284    0.001 dataset_ops.py:356(_apply_options)
   413958   59.920    0.000  145.261    0.000 ops.py:2862(__init__)
  4140939  140.192    0.000  140.221    0.000 {built-in method tensorflow.python._tf_stack.extract_stack}
  1930561   35.070    0.000  139.882    0.000 base.py:800(_track_trackable)
  1933211   15.127    0.000  139.406    0.000 ops.py:6458(__enter__)
8835512/6766104   44.189    0.000  138.481    0.000 {built-in method builtins.any}
 21136955   29.847    0.000  136.649    0.000 nest.py:274(flatten)
  9935870   33.735    0.000  134.732    0.000 object_identity.py:195(update)
   689295    2.981    0.000  132.985    0.000 dataset_ops.py:2967(__init__)
 21705981  112.382    0.000  132.728    0.000 dtypes.py:606(as_dtype)
  4687218   14.069    0.000  131.268    0.000 {built-in method _functools.reduce}
 19632673   19.408    0.000  130.400    0.000 <__array_function__ internals>:2(concatenate)
   137859    1.785    0.000  128.616    0.001 gen_dataset_ops.py:3036(map_dataset)
  1793978   30.638    0.000  128.226    0.000 ops.py:3868(_get_op_def)
  6013945   29.960    0.000  124.776    0.000 Hanabi.py:159(toarray)
   137859    1.347    0.000  124.023    0.001 gen_dataset_ops.py:5057(parallel_map_dataset_v2)
  3312375   10.734    0.000  122.092    0.000 ops.py:386(_create_with_tf_output)
 19232697  102.745    0.000  121.743    0.000 contextlib.py:82(__init__)
   137859    4.543    0.000  119.721    0.001 dataset_ops.py:4375(__init__)
  3314644   47.621    0.000  119.265    0.000 ops.py:2312(inputs)
   413801   10.167    0.000  117.631    0.000 function.py:2767(__init__)
       12    0.157    0.013  115.416    9.618 _dill.py:253(dump)
       12    0.000    0.000  115.259    9.605 _dill.py:414(dump)
       12    0.000    0.000  115.258    9.605 pickle.py:474(dump)
23862707/12   37.840    0.000  115.257    9.605 pickle.py:533(save)
206437/34    0.282    0.000  115.255    3.390 pickle.py:922(save_list)
206437/34    1.115    0.000  115.254    3.390 pickle.py:935(_batch_appends)
1174485/2929    5.064    0.000  115.167    0.039 _dill.py:903(save_module_dict)
1174485/2929    1.885    0.000  115.147    0.039 pickle.py:962(save_dict)
1174485/2929    9.370    0.000  115.133    0.039 pickle.py:975(_batch_setitems)
934586/17146    3.583    0.000  114.912    0.007 pickle.py:619(save_reduce)
   413577   23.505    0.000  114.556    0.000 structure.py:70(normalize_element)
   275718    1.343    0.000  113.479    0.000 dataset_ops.py:1128(repeat)
   275718    7.187    0.000  112.137    0.000 dataset_ops.py:3552(__init__)
  2964284    8.798    0.000  111.908    0.000 Experiment.py:93(<lambda>)
  3312375   32.470    0.000  111.359    0.000 ops.py:359(__init__)
 21136955  105.117    0.000  106.801    0.000 {built-in method tensorflow.python._pywrap_utils.Flatten}
  1378590    7.437    0.000  105.758    0.000 dataset_ops.py:546(_flat_structure)
  2349003  105.367    0.000  105.367    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
  2760071   48.034    0.000  103.484    0.000 tf_decorator.py:67(make_decorator)
       11    0.299    0.027  103.311    9.392 Experiment.py:220(save_status)
   137859    0.776    0.000  103.123    0.001 dataset_ops.py:1031(prefetch)
  3866790   34.326    0.000  102.454    0.000 ops.py:4091(name_scope)
   137859    6.538    0.000  102.347    0.001 dataset_ops.py:4289(__init__)
   827798    1.466    0.000  101.321    0.000 func_graph.py:130(<listcomp>)
  3312440    9.778    0.000  100.353    0.000 lock_util.py:126(__exit__)
   552105   12.720    0.000   99.856    0.000 func_graph.py:82(encode_arg)
   827154    9.973    0.000   99.312    0.000 structure.py:299(_to_tensor_list_helper)
 49962168   98.703    0.000   98.703    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
 27194356   46.853    0.000   95.816    0.000 compat.py:114(as_str)
  1932004   21.958    0.000   95.421    0.000 contextlib.py:211(contextmanager)
76191186/76188887   67.591    0.000   94.947    0.000 {built-in method builtins.getattr}
   413913    7.313    0.000   94.311    0.000 function.py:2299(from_function_and_signature)
  9935870   53.696    0.000   93.163    0.000 object_identity.py:196(<listcomp>)
   413822   91.974    0.000   91.974    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
  3312440   29.082    0.000   90.575    0.000 lock_util.py:96(release)
  6624880   90.162    0.000   90.162    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
  3312440    6.693    0.000   87.927    0.000 lock_util.py:123(__enter__)
   824901   19.558    0.000   86.935    0.000 function.py:2977(_cache_key)
93830388/93829860   79.623    0.000   85.946    0.000 {built-in method builtins.hasattr}
  3860064   15.676    0.000   85.401    0.000 structure.py:257(get_flat_tensor_specs)
  7318973   83.846    0.000   83.846    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
  3312019   14.084    0.000   83.615    0.000 tpu.py:223(tpu_replicated_input_resolver)
   689295    3.142    0.000   83.083    0.000 structure.py:355(to_tensor_list)
 14763348   83.016    0.000   83.016    0.000 {built-in method numpy.array}
  1792167    6.902    0.000   82.664    0.000 dataset_ops.py:2927(merge)
  3312440   24.415    0.000   81.235    0.000 lock_util.py:86(acquire)
1240981/1240781    5.530    0.000   80.964    0.000 structure.py:407(type_spec_from_value)
  5952332   38.692    0.000   80.237    0.000 dtypes.py:172(is_compatible_with)
  6349215   78.662    0.000   78.662    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
   137859    0.733    0.000   78.145    0.001 dataset_ops.py:957(zip)
   137859    4.497    0.000   77.411    0.001 dataset_ops.py:3472(__init__)
   213656    1.574    0.000   76.956    0.000 Hanabi.py:371(save)
   143319    5.222    0.000   76.832    0.001 resource_variable_ops.py:838(assign)
 18365287   46.492    0.000   76.174    0.000 ops.py:5989(get_default_graph)
   137859    0.628    0.000   76.057    0.001 dataset_ops.py:920(range)
  3312440   26.548    0.000   75.764    0.000 ops.py:4439(_apply_device_functions)
  1792167   20.671    0.000   75.762    0.000 options.py:89(merge_options)
  2980100    5.366    0.000   75.584    0.000 Experiment.py:108(<lambda>)
  1240981   10.791    0.000   75.434    0.000 type_spec.py:555(_type_spec_from_value)
   137859    3.571    0.000   75.428    0.001 dataset_ops.py:3570(__init__)
   207370    4.451    0.000   74.096    0.000 Hanabi.py:259(toarray)
  4149613   12.545    0.000   73.209    0.000 {built-in method builtins.all}
  4042235   34.795    0.000   72.605    0.000 nest.py:129(_sequence_like)
  5952973   35.054    0.000   72.603    0.000 tensor_shape.py:746(__init__)
   827254    2.033    0.000   71.796    0.000 structure.py:321(reduce_fn)
  7596602   70.956    0.000   70.956    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
4042059/4041519   19.514    0.000   69.995    0.000 nest.py:461(_packed_nest_with_indices)
   413602   23.144    0.000   69.511    0.000 conversion.py:129(is_whitelisted)
 11321924   24.674    0.000   67.537    0.000 c_api_util.py:157(tf_buffer)
  2068550   23.295    0.000   67.006    0.000 tensor_spec.py:39(__init__)
6077496/6077462   23.157    0.000   66.096    0.000 base.py:453(_method_wrapper)
  2211070   45.512    0.000   66.063    0.000 tensor_shape.py:1193(as_proto)
  3312440   65.826    0.000   65.826    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
  2345617   34.594    0.000   65.807    0.000 functools.py:34(update_wrapper)
  3177545    7.832    0.000   64.953    0.000 ops.py:421(shape)
   414480    3.496    0.000   64.122    0.000 tf_inspect.py:238(getfullargspec)
  1930032    7.607    0.000   64.089    0.000 structure.py:273(get_flat_tensor_shapes)
  8712390   54.789    0.000   63.097    0.000 object_identity.py:174(__init__)
   860263    3.244    0.000   62.932    0.000 tf_utils.py:513(to_numpy_or_python_type)
 14887035   55.192    0.000   62.631    0.000 dtypes.py:192(__eq__)
   137859    2.721    0.000   62.486    0.000 callbacks.py:202(__init__)
  1378590    8.085    0.000   62.070    0.000 dataset_ops.py:528(_flat_shapes)
 14928029   21.561    0.000   61.373    0.000 dtypes.py:84(base_dtype)
  6624038   24.986    0.000   60.371    0.000 tpu.py:239(replace_with_unreplicated_resources)
   414414   10.811    0.000   58.697    0.000 inspect.py:1090(getfullargspec)
  4851930   30.747    0.000   58.255    0.000 Hanabi.py:111(save)
  1930555   19.594    0.000   58.131    0.000 base.py:854(_handle_deferred_dependencies)
   413600    8.522    0.000   57.898    0.000 api.py:157(tf_convert)
   213656    0.807    0.000   57.345    0.000 Hanabi.py:379(<listcomp>)
  1519027   19.766    0.000   57.121    0.000 ops.py:444(_c_api_shape)
  1068280    3.137    0.000   56.538    0.000 Hanabi.py:245(save)
 58210542   27.681    0.000   56.525    0.000 {method 'get' of 'dict' objects}
7729432/4143829   22.329    0.000   56.354    0.000 {built-in method builtins.hash}
  9671753   56.326    0.000   56.332    0.000 _collections_abc.py:742(__iter__)
   689395    4.299    0.000   55.253    0.000 type_spec.py:211(_to_tensor_list)
   689395    2.996    0.000   55.138    0.000 structure.py:376(<lambda>)
   413800    1.969    0.000   55.109    0.000 context.py:2346(add_function)
   413822    3.343    0.000   54.809    0.000 function.py:1549(_set_function_spec)
  3312440   50.513    0.000   54.435    0.000 ops.py:6880(_reconstruct_sequence_inputs)
   413800    3.323    0.000   52.980    0.000 context.py:1085(add_function)
   413616    4.382    0.000   52.803    0.000 inspect_utils.py:82(isbuiltin)
  1068280    2.517    0.000   52.380    0.000 Hanabi.py:246(<listcomp>)
   292378    0.700    0.000   52.135    0.000 callbacks.py:281(_call_batch_hook)
  3312440   12.473    0.000   51.432    0.000 threading.py:364(notify_all)
  5247078   51.358    0.000   51.358    0.000 {method 'match' of 're.Pattern' objects}
  4969094   11.771    0.000   51.340    0.000 ops.py:1924(<genexpr>)
   413822   21.339    0.000   50.828    0.000 function.py:1562(_initialize_function_spec)
  3312440   40.433    0.000   50.024    0.000 ops.py:3052(_add_op)
  2898472   21.914    0.000   49.862    0.000 ops.py:3848(_get_tensor_by_tf_output)
   137859    1.563    0.000   49.733    0.000 callbacks.py:274(set_model)
   413958    3.549    0.000   49.622    0.000 c_api_util.py:45(__init__)
   292378    2.714    0.000   49.139    0.000 callbacks.py:332(_call_batch_hook_helper)
 27194785   36.966    0.000   48.964    0.000 compat.py:90(as_text)
 15079597   12.761    0.000   48.954    0.000 abc.py:96(__instancecheck__)
   413800   48.811    0.000   48.811    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
  4277685   26.391    0.000   48.621    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
705791/142229    6.012    0.000   48.607    0.000 training.py:322(__setattr__)
   413580    1.378    0.000   48.548    0.000 structure.py:210(from_compatible_tensor_list)
  3321281   13.975    0.000   48.193    0.000 tensor_shape.py:1230(as_shape)
 10214204   30.422    0.000   47.835    0.000 compat.py:64(as_bytes)
   139122    0.150    0.000   47.365    0.000 <__array_function__ internals>:2(vstack)
   413580    7.177    0.000   47.170    0.000 structure.py:175(_from_tensor_list_helper)
  3588349   26.477    0.000   47.168    0.000 ops.py:4206(unique_name)
   139122    0.348    0.000   46.570    0.000 shape_base.py:223(vstack)
   689395    5.971    0.000   46.334    0.000 tensor_spec.py:155(_to_components)
2612427/824901    9.765    0.000   46.018    0.000 function.py:95(_make_input_signature_hashable)
   413958   45.967    0.000   45.967    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
  3312375   45.715    0.000   45.715    0.000 c_api_util.py:190(tf_output)
  2481696    3.565    0.000   45.477    0.000 api.py:518(<genexpr>)
   413599    7.855    0.000   45.404    0.000 api.py:244(decorator)
  4274249   11.287    0.000   45.400    0.000 structure.py:269(<lambda>)
  1036850    5.333    0.000   45.372    0.000 Hanabi.py:212(toarray)
  3312440   26.650    0.000   45.324    0.000 lock_util.py:106(_another_group_active)
  8480253   26.620    0.000   44.755    0.000 context.py:1851(executing_eagerly)
  1221666    1.984    0.000   44.568    0.000 type_spec.py:301(__hash__)
   146189    0.620    0.000   44.389    0.000 callbacks.py:432(on_train_batch_end)
415242/414700    7.393    0.000   43.883    0.000 inspect.py:2206(_signature_from_callable)
  2208185   16.901    0.000   43.693    0.000 op_def_library.py:173(_MakeType)
   146189    0.645    0.000   43.314    0.000 callbacks.py:302(_call_batch_end_hook)
   137859    1.062    0.000   43.281    0.000 data_adapter.py:995(_process_tensorlike)
  2036102    4.592    0.000   43.207    0.000 type_spec.py:337(__get_cmp_key)
  7384236   11.996    0.000   42.864    0.000 nest.py:198(_yield_value)
  2068080    9.069    0.000   41.912    0.000 api.py:343(_is_of_known_loaded_module)
 10147738   22.976    0.000   41.464    0.000 nest.py:203(_yield_sorted_items)
   413656    2.266    0.000   41.437    0.000 <__array_function__ internals>:2(array_equal)
   831978    7.278    0.000   40.691    0.000 nest.py:1379(flatten_with_tuple_paths)
  6624060   18.626    0.000   40.619    0.000 registry.py:82(lookup)
713396/147506    9.031    0.000   40.432    0.000 base_layer.py:2756(__setattr__)
 14928045   39.812    0.000   39.812    0.000 dtypes.py:71(_is_ref_dtype)
   275718    1.532    0.000   38.750    0.000 gen_dataset_ops.py:5498(repeat_dataset)
 15027081   26.598    0.000   38.600    0.000 options.py:74(get_fn)
   137859    1.215    0.000   38.502    0.000 gen_dataset_ops.py:3266(model_dataset)
  4825740   16.897    0.000   38.339    0.000 type_spec.py:262(_flat_tensor_specs)
  1260924    2.750    0.000   38.333    0.000 constant_op.py:298(_constant_eager_impl)
  3312440   10.646    0.000   38.310    0.000 ops.py:5153(_mutation_lock)
  5197812   15.104    0.000   37.994    0.000 Hanabi.py:70(toarray)
5534100/2036102   14.111    0.000   37.559    0.000 type_spec.py:342(__make_cmp_key)
   137949    1.120    0.000   37.376    0.000 resource_variable_ops.py:606(numpy)
  1240928    6.334    0.000   37.226    0.000 tensor_util.py:309(_AssertCompatible)
   413656   16.481    0.000   36.702    0.000 numeric.py:2317(array_equal)
  3312440   23.756    0.000   36.422    0.000 threading.py:341(notify)
  3312014   14.764    0.000   36.301    0.000 errors_impl.py:264(__init__)
  1378590    4.422    0.000   36.251    0.000 dataset_ops.py:537(_flat_types)
 15079597   31.820    0.000   36.193    0.000 {built-in method _abc._abc_instancecheck}
  3312440   16.517    0.000   36.174    0.000 ops.py:1995(_control_flow_post_processing)
  1933911    8.864    0.000   36.119    0.000 ops.py:3886(as_default)
   827644    9.547    0.000   35.812    0.000 func_graph.py:1061(check_mutation)
  1260924   31.202    0.000   35.583    0.000 constant_op.py:70(convert_to_eager_tensor)
   414696   14.715    0.000   35.445    0.000 inspect.py:2112(_signature_from_function)
  6624038   14.581    0.000   34.626    0.000 auto_control_deps.py:125(op_is_stateful)
   827735   21.961    0.000   34.404    0.000 function.py:2388(__init__)
   137859    1.162    0.000   34.344    0.000 gen_dataset_ops.py:5189(prefetch_dataset)
   207370    1.188    0.000   34.180    0.000 Hanabi.py:272(<listcomp>)
  3312019   11.607    0.000   34.170    0.000 dataset_ops.py:4572(_resource_resolver)
  8823043   34.104    0.000   34.104    0.000 {built-in method tensorflow.python._pywrap_utils.FlattenForData}
  1516455    4.660    0.000   34.083    0.000 structure.py:286(get_flat_tensor_types)
   965013    7.775    0.000   33.701    0.000 nest.py:195(map_structure)
   143326    2.441    0.000   33.315    0.000 resource_variable_ops.py:830(_lazy_read)
   138114    1.887    0.000   32.934    0.000 resource_variable_ops.py:668(read_value)
  3312440   14.465    0.000   32.346    0.000 ops.py:5059(_snapshot_colocation_stack_metadata)
1102872/827154   11.442    0.000   31.853    0.000 options.py:37(__eq__)
   413822   30.816    0.000   30.816    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionToFunctionDef}
   261033    1.181    0.000   30.592    0.000 nest.py:1061(map_structure_up_to)
  2205747   10.040    0.000   30.521    0.000 nest.py:157(pack_sequence_as)
 12014724   20.574    0.000   30.254    0.000 ops.py:4998(_device_function_stack)
  5660962   29.976    0.000   29.976    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewBuffer}
  3311759   11.789    0.000   29.878    0.000 auto_control_deps_utils.py:112(<genexpr>)
   552290    5.082    0.000   29.736    0.000 ops.py:2422(_set_attr)
 18365287   29.682    0.000   29.682    0.000 ops.py:5557(get_default)
   261033    3.242    0.000   29.411    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
  4140669   10.504    0.000   28.668    0.000 ops.py:216(uid)
   137859    1.942    0.000   28.046    0.000 gen_dataset_ops.py:106(anonymous_iterator_v2)
  5795785   21.167    0.000   27.998    0.000 base.py:577(_maybe_initialize_trackable)
  3879085    9.867    0.000   27.842    0.000 tensor_spec.py:87(__hash__)
  1129414    7.141    0.000   27.667    0.000 ops.py:5639(init_scope)
  3312440   15.648    0.000   27.664    0.000 lock_util.py:74(group)
   137859    1.091    0.000   27.647    0.000 gen_dataset_ops.py:7053(zip_dataset)
   827281    1.744    0.000   27.488    0.000 ag_logging.py:138(log)
   137859    0.532    0.000   27.469    0.000 dataset_ops.py:2112(with_options)
  4851930   27.355    0.000   27.438    0.000 <string>:2(__init__)
  1387669    3.243    0.000   27.210    0.000 nest.py:1310(yield_flat_paths)
  2068080   27.117    0.000   27.117    0.000 api.py:347(<genexpr>)
   137859    1.216    0.000   26.938    0.000 dataset_ops.py:4358(__init__)
  3312220   16.022    0.000   26.656    0.000 op_callbacks.py:118(should_invoke_op_callbacks)
  2760071   22.007    0.000   26.622    0.000 tf_decorator.py:236(__init__)
  6632504   15.776    0.000   26.553    0.000 ops.py:5075(_control_dependencies_stack)
  4020839   16.494    0.000   26.420    0.000 tensor_shape.py:756(<listcomp>)
  2224346   15.622    0.000   26.190    0.000 ops.py:6385(name_scope)
  2897634    7.562    0.000   26.124    0.000 op_def_library.py:510(<listcomp>)
  2898472    7.964    0.000   25.996    0.000 ops.py:3823(_get_operation_by_tf_operation)
  1933211    7.816    0.000   25.986    0.000 ops.py:6498(__exit__)
  1518462    8.493    0.000   25.897    0.000 op_def_library.py:84(_Flatten)
   137859    0.743    0.000   25.896    0.000 gen_dataset_ops.py:5296(range_dataset)
   827298    1.665    0.000   25.745    0.000 ag_logging.py:121(has_verbosity)
  1930026   11.709    0.000   25.737    0.000 dataset_ops.py:3795(__init__)
  7444836   11.206    0.000   25.637    0.000 config_lib.py:50(get_action)
 64110480   25.548    0.000   25.548    0.000 inspect_utils.py:84(<genexpr>)
