         1949307078 function calls (1910843969 primitive calls) in 6151.562 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    91067    1.247    0.000  132.361    0.001 array_ops.py:4589(gather)
   273385    2.318    0.000  130.973    0.000 function.py:597(__init__)
    91067    1.925    0.000  130.407    0.001 gen_array_ops.py:3790(gather_v2)
   273435    1.955    0.000  128.773    0.000 auto_control_deps.py:182(mark_as_return)
   273385   17.062    0.000  127.126    0.000 function.py:412(__init__)
   374952    2.278    0.000  126.876    0.000 array_ops.py:244(identity)
   374952    2.052    0.000  121.211    0.000 gen_array_ops.py:3973(identity)
12737289/8421712    5.780    0.000  106.775    0.000 contextlib.py:79(__enter__)
   182033    0.458    0.000  101.266    0.001 dataset_ops.py:569(from_tensors)
   182033    2.188    0.000  100.808    0.001 dataset_ops.py:2980(__init__)
   819397   25.718    0.000   95.652    0.000 tensor_util.py:360(make_tensor_proto)
  2555032   17.011    0.000   86.452    0.000 func_graph.py:365(inner_cm)
    91034    0.358    0.000   86.026    0.001 array_ops.py:59(reshape)
  1274236   15.055    0.000   85.681    0.000 dataset_ops.py:186(__init__)
    91034    0.714    0.000   83.078    0.001 gen_array_ops.py:8143(reshape)
    91017    0.379    0.000   81.340    0.001 dataset_ops.py:606(from_tensor_slices)
    91017    2.079    0.000   80.961    0.001 dataset_ops.py:2999(__init__)
    91017    1.588    0.000   77.207    0.001 iterator_ops.py:531(__del__)
    91016    0.384    0.000   75.496    0.001 dataset_ops.py:1002(concatenate)
    91016    1.820    0.000   75.112    0.001 dataset_ops.py:3504(__init__)
163679050/163677357   41.707    0.000   70.345    0.000 {built-in method builtins.isinstance}
    91017    0.344    0.000   69.061    0.001 gen_dataset_ops.py:1262(delete_iterator)
    91020    0.950    0.000   67.543    0.001 gen_math_ops.py:7268(_range)
  1277516    5.695    0.000   61.556    0.000 func_graph.py:362(as_default)
12737289/8426038   19.300    0.000   60.656    0.000 contextlib.py:85(__exit__)
   182033    1.326    0.000   59.435    0.000 gen_dataset_ops.py:6595(tensor_dataset)
  3506921    2.775    0.000   56.834    0.000 nest.py:536(pack_sequence_as)
  2190783   56.712    0.000   56.712    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FinishOperation}
  2190783   17.170    0.000   56.651    0.000 ops.py:3521(_create_op_helper)
13708637/13521250   35.781    0.000   56.341    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
  3597942    9.186    0.000   55.634    0.000 nest.py:496(_pack_sequence_as)
  2190783   33.484    0.000   55.297    0.000 ops.py:1737(_NodeDef)
       11    0.038    0.003   55.094    5.009 Experiment.py:220(save_status)
   728136    1.430    0.000   55.005    0.000 dataset_ops.py:2956(__init__)
   273553    8.368    0.000   54.807    0.000 func_graph.py:165(__init__)
    91017    0.399    0.000   54.327    0.001 gen_dataset_ops.py:2003(flat_map_dataset)
  2738826    4.782    0.000   54.135    0.000 tf_stack.py:131(extract_stack)
    91016    1.103    0.000   53.865    0.001 gen_dataset_ops.py:853(concatenate_dataset)
    91017    1.104    0.000   53.341    0.001 gen_dataset_ops.py:6664(tensor_slice_dataset)
   273363    2.359    0.000   48.559    0.000 function.py:3632(decorated)
       12    0.106    0.009   48.502    4.042 _dill.py:253(dump)
       12    0.000    0.000   48.395    4.033 _dill.py:414(dump)
       12    0.000    0.000   48.395    4.033 pickle.py:398(dump)
9713624/12   15.513    0.000   48.394    4.033 pickle.py:457(save)
 84337/34    0.120    0.000   48.391    1.423 pickle.py:774(save_list)
 84337/34    0.397    0.000   48.391    1.423 pickle.py:787(_batch_appends)
477662/359    2.217    0.000   48.382    0.135 _dill.py:903(save_module_dict)
477662/359    0.795    0.000   48.379    0.135 pickle.py:814(save_dict)
477662/359    5.481    0.000   48.376    0.135 pickle.py:827(_batch_setitems)
  2738826   48.273    0.000   48.284    0.000 {built-in method tensorflow.python._tf_stack.extract_stack}
380213/6971    1.512    0.000   48.211    0.007 pickle.py:539(save_reduce)
   546968    2.115    0.000   45.947    0.000 func_graph.py:69(convert_structure_to_signature)
  2560708   14.006    0.000   45.557    0.000 ops.py:5580(get_controller)
  1277530    4.146    0.000   42.491    0.000 tf_contextlib.py:25(contextmanager)
   111908    0.288    0.000   42.084    0.000 callbacks.py:281(_call_batch_hook)
12737289/12737285   12.360    0.000   41.899    0.000 contextlib.py:157(helper)
  1275153    9.086    0.000   41.871    0.000 base.py:800(_track_trackable)
 12924692    6.399    0.000   41.711    0.000 <__array_function__ internals>:2(concatenate)
    91017    0.388    0.000   41.216    0.000 gen_dataset_ops.py:3036(map_dataset)
    91017    0.384    0.000   41.110    0.000 gen_dataset_ops.py:5057(parallel_map_dataset_v2)
   111908    0.934    0.000   40.974    0.000 callbacks.py:332(_call_batch_hook_helper)
  2195269   21.806    0.000   40.524    0.000 ops.py:2312(inputs)
    55954    0.364    0.000   39.631    0.001 callbacks.py:432(on_train_batch_end)
    55954    0.265    0.000   39.067    0.001 callbacks.py:302(_call_batch_end_hook)
   510431    7.864    0.000   37.962    0.000 function.py:2977(_cache_key)
  3955831    9.733    0.000   37.775    0.000 Hanabi.py:159(toarray)
 13673496    7.107    0.000   37.270    0.000 nest.py:274(flatten)
   273565   18.322    0.000   37.226    0.000 ops.py:2862(__init__)
5846273/4479245    8.235    0.000   36.677    0.000 {built-in method builtins.any}
   273363    3.440    0.000   36.093    0.000 function.py:2767(__init__)
  1186216    7.468    0.000   35.825    0.000 ops.py:3868(_get_op_def)
  1554331   34.943    0.000   34.943    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
    91017    1.149    0.000   34.594    0.000 dataset_ops.py:356(_apply_options)
 33045180   11.340    0.000   34.177    0.000 ops.py:2376(type)
   273385   34.078    0.000   34.078    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
    91017    0.428    0.000   33.655    0.000 dataset_ops.py:920(range)
   182034    0.519    0.000   33.353    0.000 dataset_ops.py:1128(repeat)
  1922076    2.761    0.000   33.298    0.000 Experiment.py:93(<lambda>)
    91017    1.737    0.000   33.226    0.000 dataset_ops.py:3570(__init__)
   182034    1.848    0.000   32.834    0.000 dataset_ops.py:3552(__init__)
  6570197    9.689    0.000   32.488    0.000 object_identity.py:195(update)
   455085    0.758    0.000   31.933    0.000 dataset_ops.py:2967(__init__)
    57955    2.775    0.000   31.752    0.001 generic_utils.py:528(update)
    55954    0.138    0.000   31.462    0.001 callbacks.py:960(on_train_batch_end)
    55954    0.603    0.000   31.325    0.001 callbacks.py:999(_batch_update_progbar)
 13673496   29.467    0.000   30.163    0.000 {built-in method tensorflow.python._pywrap_utils.Flatten}
 14363932   24.903    0.000   30.160    0.000 dtypes.py:606(as_dtype)
   273050    5.923    0.000   29.775    0.000 structure.py:70(normalize_element)
  1277530    4.286    0.000   29.401    0.000 contextlib.py:129(contextmanager)
12737289/12737285   23.880    0.000   28.985    0.000 contextlib.py:59(__init__)
  9309730   16.119    0.000   28.694    0.000 abc.py:180(__instancecheck__)
44955924/44951846   23.509    0.000   28.537    0.000 {built-in method builtins.getattr}
  3094592    2.907    0.000   28.154    0.000 {built-in method _functools.reduce}
   273519    2.091    0.000   28.147    0.000 function.py:2299(from_function_and_signature)
  2190683    2.437    0.000   27.292    0.000 ops.py:386(_create_with_tf_output)
    91017    1.045    0.000   26.964    0.000 dataset_ops.py:4375(__init__)
  1279571    3.767    0.000   26.832    0.000 ops.py:6458(__enter__)
   138808    0.634    0.000   26.636    0.000 Hanabi.py:371(save)
   137662    1.765    0.000   26.204    0.000 Hanabi.py:259(toarray)
  2190783    1.748    0.000   25.809    0.000 lock_util.py:123(__enter__)
   910169    2.227    0.000   25.436    0.000 dataset_ops.py:546(_flat_structure)
62138443/62137563   23.645    0.000   25.168    0.000 {built-in method builtins.hasattr}
  2190683    8.241    0.000   24.855    0.000 ops.py:359(__init__)
   546968    0.385    0.000   24.819    0.000 func_graph.py:130(<listcomp>)
  1987060    1.685    0.000   24.687    0.000 Experiment.py:108(<lambda>)
  1824942   11.582    0.000   24.650    0.000 tf_decorator.py:67(make_decorator)
   364870    3.070    0.000   24.435    0.000 func_graph.py:82(encode_arg)
    91017    0.282    0.000   24.206    0.000 dataset_ops.py:1031(prefetch)
  2190783    5.432    0.000   24.061    0.000 lock_util.py:86(acquire)
    91017    1.749    0.000   23.924    0.000 dataset_ops.py:4289(__init__)
   446866    1.163    0.000   23.113    0.000 tf_utils.py:513(to_numpy_or_python_type)
 33045180   22.837    0.000   22.837    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
  9748855   22.411    0.000   22.420    0.000 {built-in method numpy.array}
  4381566   22.299    0.000   22.299    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
4679690/2605620    7.454    0.000   22.066    0.000 {built-in method builtins.hash}
   546101    2.171    0.000   21.790    0.000 structure.py:299(_to_tensor_list_helper)
    23415    0.238    0.000   21.782    0.001 iostream.py:334(flush)
  7085996   21.587    0.000   21.587    0.000 {method 'acquire' of '_thread.lock' objects}
4018484/4018444    5.364    0.000   21.113    0.000 base.py:453(_method_wrapper)
 17988700    9.840    0.000   21.055    0.000 compat.py:114(as_str)
  2190783    1.991    0.000   21.033    0.000 lock_util.py:126(__exit__)
    95065    1.583    0.000   20.889    0.000 resource_variable_ops.py:838(assign)
  3145424    9.691    0.000   20.565    0.000 Hanabi.py:111(save)
  4199401   20.538    0.000   20.538    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
  2536243   11.371    0.000   20.479    0.000 nest.py:129(_sequence_like)
  6570197   12.375    0.000   20.473    0.000 object_identity.py:196(<listcomp>)
   138808    0.334    0.000   20.354    0.000 Hanabi.py:379(<listcomp>)
1588405/510431    3.667    0.000   20.237    0.000 function.py:95(_make_input_signature_hashable)
  4844498   20.189    0.000   20.189    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
   694040    0.929    0.000   20.020    0.000 Hanabi.py:245(save)
   274401    1.127    0.000   19.797    0.000 tf_inspect.py:238(getfullargspec)
   696404    0.860    0.000   19.579    0.000 type_spec.py:301(__hash__)
    23415    0.162    0.000   19.204    0.001 threading.py:533(wait)
   273363    0.708    0.000   19.062    0.000 context.py:2346(add_function)
   172330    0.605    0.000   19.047    0.000 nest.py:1061(map_structure_up_to)
  2190783    6.294    0.000   19.041    0.000 lock_util.py:96(release)
    23088    0.214    0.000   18.972    0.001 threading.py:263(wait)
  1550635    8.233    0.000   18.931    0.000 functools.py:44(update_wrapper)
819401/819201    1.441    0.000   18.869    0.000 structure.py:407(type_spec_from_value)
2535979/2523593    4.605    0.000   18.825    0.000 nest.py:461(_packed_nest_with_indices)
    91017    0.229    0.000   18.814    0.000 dataset_ops.py:957(zip)
   694040    0.945    0.000   18.693    0.000 Hanabi.py:246(<listcomp>)
  2548491    3.590    0.000   18.593    0.000 structure.py:257(get_flat_tensor_specs)
    91017    1.125    0.000   18.585    0.000 dataset_ops.py:3472(__init__)
   172330    1.487    0.000   18.442    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
    91107    0.530    0.000   18.391    0.000 resource_variable_ops.py:606(numpy)
  2559852    6.809    0.000   18.367    0.000 ops.py:4091(name_scope)
   273363    0.995    0.000   18.326    0.000 context.py:1085(add_function)
   455084    0.699    0.000   18.161    0.000 structure.py:355(to_tensor_list)
  1168358    1.979    0.000   18.107    0.000 type_spec.py:337(__get_cmp_key)
 31067653    7.898    0.000   18.093    0.000 {method 'get' of 'dict' objects}
   274335    3.327    0.000   18.043    0.000 inspect.py:1089(getfullargspec)
  2190172    3.168    0.000   17.928    0.000 tpu.py:223(tpu_replicated_input_resolver)
    91017    0.852    0.000   17.769    0.000 callbacks.py:202(__init__)
   688310    2.284    0.000   17.628    0.000 Hanabi.py:212(toarray)
   819401    2.704    0.000   17.428    0.000 type_spec.py:555(_type_spec_from_value)
  1183219    1.582    0.000   17.112    0.000 dataset_ops.py:2927(merge)
  1275143    4.859    0.000   17.095    0.000 base.py:854(_handle_deferred_dependencies)
   273363   17.077    0.000   17.077    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
  3934630    7.793    0.000   16.924    0.000 dtypes.py:172(is_compatible_with)
   273079    5.618    0.000   16.913    0.000 conversion.py:129(is_whitelisted)
  2190783   16.744    0.000   16.744    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
  2190783   12.113    0.000   16.725    0.000 lock_util.py:106(_another_group_active)
  5028171   16.571    0.000   16.571    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
 12080006    9.850    0.000   16.528    0.000 ops.py:5989(get_default_graph)
    91360    1.091    0.000   16.475    0.000 resource_variable_ops.py:668(read_value)
  2104060    1.837    0.000   16.221    0.000 ops.py:421(shape)
   546201    0.464    0.000   15.746    0.000 structure.py:321(reduce_fn)
  2749148    2.596    0.000   15.741    0.000 {built-in method builtins.all}
2950154/1168358    4.636    0.000   15.728    0.000 type_spec.py:342(__make_cmp_key)
    93398    0.087    0.000   15.687    0.000 <__array_function__ internals>:2(vstack)
   273139    0.725    0.000   15.594    0.000 <__array_function__ internals>:2(array_equal)
  1381479    5.373    0.000   15.587    0.000 tensor_spec.py:39(__init__)
   273385    0.954    0.000   15.536    0.000 function.py:1549(_set_function_spec)
  1183219    5.071    0.000   15.530    0.000 options.py:89(merge_options)
    91017    0.384    0.000   15.509    0.000 data_adapter.py:995(_process_tensorlike)
  2190783    5.199    0.000   15.447    0.000 ops.py:4439(_apply_device_functions)
  1464902   11.001    0.000   15.427    0.000 tensor_shape.py:1193(as_proto)
   910169    2.362    0.000   15.281    0.000 dataset_ops.py:528(_flat_shapes)
   228634    5.599    0.000   15.263    0.000 function.py:2151(_build_call_outputs)
    93398    0.187    0.000   15.222    0.000 shape_base.py:224(vstack)
  1638564    0.964    0.000   15.194    0.000 api.py:519(<genexpr>)
  1274245    1.903    0.000   14.495    0.000 structure.py:273(get_flat_tensor_shapes)
    91017    0.299    0.000   14.480    0.000 gen_dataset_ops.py:5296(range_dataset)
  6406024   14.461    0.000   14.470    0.000 _collections_abc.py:742(__iter__)
   273385    6.782    0.000   14.403    0.000 function.py:1562(_initialize_function_spec)
  3965773    7.081    0.000   14.391    0.000 tensor_shape.py:746(__init__)
  1005162    4.542    0.000   14.384    0.000 ops.py:444(_c_api_shape)
  1365470    1.791    0.000   14.230    0.000 api.py:343(_is_of_known_loaded_module)
   273139    5.223    0.000   14.196    0.000 numeric.py:2287(array_equal)
   273097    2.434    0.000   14.102    0.000 api.py:157(tf_convert)
  7488686    5.678    0.000   13.734    0.000 c_api_util.py:157(tf_buffer)
   172330    0.208    0.000   13.726    0.000 nest.py:1234(<listcomp>)
    91017    0.456    0.000   13.640    0.000 callbacks.py:274(set_model)
467971/94665    1.466    0.000   13.638    0.000 training.py:322(__setattr__)
  5767633   11.817    0.000   13.599    0.000 object_identity.py:174(__init__)
   172330    0.243    0.000   13.518    0.000 nest.py:1137(<lambda>)
275475/274619    1.878    0.000   13.504    0.000 inspect.py:2183(_signature_from_callable)
  3431813    7.013    0.000   13.147    0.000 Hanabi.py:70(toarray)
    90967    0.888    0.000   13.131    0.000 training.py:2667(concat)
  9870528    4.970    0.000   12.961    0.000 dtypes.py:84(base_dtype)
  9803156   11.152    0.000   12.820    0.000 dtypes.py:192(__eq__)
  4380344    5.390    0.000   12.814    0.000 tpu.py:239(replace_with_unreplicated_resources)
  4669401    2.864    0.000   12.648    0.000 nest.py:198(_yield_value)
 15857423   12.634    0.000   12.634    0.000 _weakrefset.py:70(__contains__)
   137662    0.485    0.000   12.628    0.000 Hanabi.py:272(<listcomp>)
  6498313    6.937    0.000   12.572    0.000 nest.py:203(_yield_sorted_items)
   273055    0.430    0.000   12.519    0.000 structure.py:210(from_compatible_tensor_list)
    47043    0.382    0.000   12.358    0.000 Experiment.py:39(availableActions)
   273094    1.624    0.000   12.356    0.000 inspect_utils.py:82(isbuiltin)
  6755548    6.979    0.000   12.243    0.000 compat.py:64(as_bytes)
  5584838    6.416    0.000   12.097    0.000 context.py:1851(executing_eagerly)
   273055    1.860    0.000   12.089    0.000 structure.py:175(_from_tensor_list_helper)
   455184    0.730    0.000   12.071    0.000 structure.py:376(<lambda>)
   832939    0.907    0.000   11.894    0.000 constant_op.py:298(_constant_eager_impl)
   455184    1.075    0.000   11.786    0.000 type_spec.py:211(_to_tensor_list)
  2190783   10.779    0.000   11.496    0.000 ops.py:6880(_reconstruct_sequence_inputs)
   273557    0.183    0.000   11.418    0.000 c_api_util.py:53(__del__)
   274615    4.751    0.000   11.396    0.000 inspect.py:2102(_signature_from_function)
  1917301    5.022    0.000   11.339    0.000 ops.py:3848(_get_tensor_by_tf_output)
    91903    0.437    0.000   11.311    0.000 resource_variable_ops.py:643(_read_variable_op)
   273557   11.234    0.000   11.234    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteGraph}
 17989217    7.581    0.000   11.216    0.000 compat.py:90(as_text)
481021/103657    2.727    0.000   11.192    0.000 base_layer.py:2756(__setattr__)
  1365470   11.153    0.000   11.153    0.000 api.py:347(<genexpr>)
   832939    9.535    0.000   10.987    0.000 constant_op.py:70(convert_to_eager_tensor)
   182034    0.483    0.000   10.947    0.000 gen_dataset_ops.py:5498(repeat_dataset)
  2828141    5.517    0.000   10.897    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
  3145424   10.694    0.000   10.842    0.000 <string>:1(__init__)
  2190783    2.685    0.000   10.740    0.000 threading.py:357(notify_all)
   553216    1.603    0.000   10.681    0.000 nest.py:1379(flatten_with_tuple_paths)
    91017    0.283    0.000   10.571    0.000 gen_dataset_ops.py:3266(model_dataset)
  2373122    5.957    0.000   10.494    0.000 ops.py:4206(unique_name)
   273095    1.860    0.000   10.317    0.000 api.py:244(decorator)
   273565    1.185    0.000   10.235    0.000 c_api_util.py:45(__init__)
  3831801    6.602    0.000   10.225    0.000 base.py:577(_maybe_initialize_trackable)
    90967    0.659    0.000   10.225    0.000 array_ops.py:1562(concat)
  3287075    2.419    0.000   10.187    0.000 ops.py:1925(<genexpr>)
   455184    1.336    0.000    9.834    0.000 tensor_spec.py:155(_to_components)
  2190683    9.812    0.000    9.812    0.000 c_api_util.py:190(tf_output)
  2190783    7.687    0.000    9.732    0.000 ops.py:3052(_add_op)
  2822156    2.500    0.000    9.493    0.000 structure.py:269(<lambda>)
   546904    6.333    0.000    9.236    0.000 function.py:2388(__init__)
  2190067    3.474    0.000    9.144    0.000 errors_impl.py:264(__init__)
   206927    1.722    0.000    9.095    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
    42122    0.447    0.000    9.020    0.000 Experiment.py:52(<listcomp>)
   273565    8.970    0.000    8.970    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
   344453    8.399    0.000    8.921    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   550648    0.922    0.000    8.915    0.000 Hanabi.py:219(<listcomp>)
  4380395    4.132    0.000    8.868    0.000 registry.py:82(lookup)
  1460274    3.483    0.000    8.825    0.000 op_def_library.py:173(_MakeType)
       11    0.000    0.000    8.799    0.800 training.py:1918(save)
       11    0.000    0.000    8.799    0.800 save.py:47(save_model)
       11    0.039    0.004    8.798    0.800 save.py:40(save)
       11    0.005    0.000    8.713    0.792 save.py:788(save)
  1472603    4.579    0.000    8.641    0.000 ops.py:6385(name_scope)
  2348102    2.896    0.000    8.510    0.000 tensor_spec.py:87(__hash__)
    95075    0.840    0.000    8.497    0.000 resource_variable_ops.py:830(_lazy_read)
   273381    0.478    0.000    8.352    0.000 c_api_util.py:94(__del__)
    91903    0.545    0.000    8.223    0.000 resource_variable_ops.py:646(read_and_set_handle)
   273051    0.955    0.000    8.212    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
    91017    0.555    0.000    8.209    0.000 gen_dataset_ops.py:106(anonymous_iterator_v2)
    91017    0.296    0.000    8.203    0.000 gen_dataset_ops.py:5189(prefetch_dataset)
    91017    0.273    0.000    8.198    0.000 data_adapter.py:963(select_data_adapter)
   546279    0.618    0.000    8.134    0.000 ag_logging.py:138(log)
  1277542    7.104    0.000    8.130    0.000 functools.py:74(wraps)
  1280354    3.450    0.000    8.119    0.000 context.py:2001(graph_mode)
  9870576    7.991    0.000    7.991    0.000 dtypes.py:71(_is_ref_dtype)
  1280354    1.515    0.000    7.971    0.000 ops.py:3886(as_default)
   273385    7.970    0.000    7.970    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FunctionToFunctionDef}
   910169    1.170    0.000    7.927    0.000 dataset_ops.py:537(_flat_types)
    91017    1.237    0.000    7.912    0.000 data_adapter.py:965(<listcomp>)
   273381    7.874    0.000    7.874    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteFunction}
  3186281    3.588    0.000    7.855    0.000 type_spec.py:262(_flat_tensor_specs)
   546770    1.947    0.000    7.825    0.000 func_graph.py:1061(check_mutation)
    81361    0.342    0.000    7.819    0.000 gen_array_ops.py:1183(concat_v2)
   819380    1.569    0.000    7.814    0.000 tensor_util.py:309(_AssertCompatible)
  5978679    7.772    0.000    7.777    0.000 {built-in method builtins.sorted}
   273156    0.576    0.000    7.773    0.000 {method 'all' of 'numpy.ndarray' objects}
  2190783    2.197    0.000    7.736    0.000 ops.py:5153(_mutation_lock)
  5825146    7.709    0.000    7.715    0.000 {built-in method tensorflow.python._pywrap_utils.FlattenForData}
   455196    0.479    0.000    7.585    0.000 array_ops.py:1489(_autopacking_conversion_function)
  2190172    2.667    0.000    7.546    0.000 dataset_ops.py:4572(_resource_resolver)
