         795217975 function calls (775869203 primitive calls) in 2165.673 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   486890    6.639    0.000   40.867    0.000 dataset_ops.py:186(__init__)
    34795    0.155    0.000   39.944    0.001 array_ops.py:59(reshape)
    34795    0.345    0.000   38.605    0.001 gen_array_ops.py:8143(reshape)
        6    0.072    0.012   38.000    6.333 _dill.py:253(dump)
        6    0.000    0.000   37.927    6.321 _dill.py:414(dump)
        6    0.000    0.000   37.927    6.321 pickle.py:398(dump)
7231724/6   13.250    0.000   37.927    6.321 pickle.py:457(save)
 62245/16    0.088    0.000   37.925    2.370 pickle.py:774(save_list)
 62245/16    0.315    0.000   37.925    2.370 pickle.py:787(_batch_appends)
356160/897    1.807    0.000   37.893    0.042 _dill.py:903(save_module_dict)
356160/897    0.651    0.000   37.885    0.042 pickle.py:814(save_dict)
356160/897    2.546    0.000   37.879    0.042 pickle.py:827(_batch_setitems)
283797/5174    1.326    0.000   37.801    0.007 pickle.py:539(save_reduce)
    34778    0.165    0.000   36.160    0.001 dataset_ops.py:606(from_tensor_slices)
    34778    0.835    0.000   35.995    0.001 dataset_ops.py:2999(__init__)
        5    0.009    0.002   35.066    7.013 Experiment.py:212(save_status)
    34777    0.119    0.000   34.676    0.001 dataset_ops.py:1002(concatenate)
    34777    0.778    0.000   34.557    0.001 dataset_ops.py:3504(__init__)
63793555/63793055   18.664    0.000   31.119    0.000 {built-in method builtins.isinstance}
   837414   11.459    0.000   30.390    0.000 ops.py:3521(_create_op_helper)
    34781    0.452    0.000   29.411    0.001 gen_math_ops.py:7268(_range)
    69555    0.596    0.000   27.703    0.000 gen_dataset_ops.py:6595(tensor_dataset)
  1386367    1.256    0.000   27.261    0.000 nest.py:536(pack_sequence_as)
   278224    0.700    0.000   26.810    0.000 dataset_ops.py:2956(__init__)
  1421149    4.477    0.000   26.719    0.000 nest.py:496(_pack_sequence_as)
    34778    0.761    0.000   26.253    0.001 iterator_ops.py:531(__del__)
4872959/3223588    7.385    0.000   26.059    0.000 contextlib.py:85(__exit__)
   488419    3.103    0.000   25.266    0.000 func_graph.py:362(as_default)
  1046870    2.188    0.000   24.849    0.000 tf_stack.py:131(extract_stack)
    34777    0.526    0.000   24.716    0.001 gen_dataset_ops.py:853(concatenate_dataset)
   837414   24.380    0.000   24.380    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FinishOperation}
    34778    0.497    0.000   24.267    0.001 gen_dataset_ops.py:6664(tensor_slice_dataset)
   837414   14.447    0.000   23.944    0.000 ops.py:1737(_NodeDef)
   978998    5.943    0.000   23.275    0.000 ops.py:5580(get_controller)
    34778    0.219    0.000   22.732    0.001 gen_dataset_ops.py:2003(flat_map_dataset)
5378077/5296416   13.816    0.000   22.629    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    34778    0.191    0.000   22.367    0.001 gen_dataset_ops.py:1262(delete_iterator)
  1046870   22.185    0.000   22.188    0.000 {built-in method tensorflow.python._tf_stack.extract_stack}
   104535    3.215    0.000   21.811    0.000 func_graph.py:165(__init__)
   487232    4.216    0.000   20.680    0.000 base.py:800(_track_trackable)
    64300    0.188    0.000   20.245    0.000 callbacks.py:281(_call_batch_hook)
   104458    0.954    0.000   19.999    0.000 function.py:3632(decorated)
   209016    0.921    0.000   19.800    0.000 func_graph.py:69(convert_structure_to_signature)
    64300    0.697    0.000   19.542    0.000 callbacks.py:332(_call_batch_hook_helper)
  4872959    6.427    0.000   18.732    0.000 contextlib.py:157(helper)
    32150    0.165    0.000   18.431    0.001 callbacks.py:432(on_train_batch_end)
    32150    0.166    0.000   18.142    0.001 callbacks.py:302(_call_batch_end_hook)
    69556    0.177    0.000   17.080    0.000 dataset_ops.py:1128(repeat)
   207280    3.245    0.000   17.071    0.000 function.py:2977(_cache_key)
   173890    0.307    0.000   16.931    0.000 dataset_ops.py:2967(__init__)
    34778    0.209    0.000   16.923    0.000 gen_dataset_ops.py:5057(parallel_map_dataset_v2)
    69556    0.859    0.000   16.902    0.000 dataset_ops.py:3552(__init__)
    34778    0.221    0.000   16.742    0.000 gen_dataset_ops.py:3036(map_dataset)
    34778    0.475    0.000   16.681    0.000 dataset_ops.py:356(_apply_options)
  2511389    3.605    0.000   16.668    0.000 object_identity.py:195(update)
  5320395    3.319    0.000   16.168    0.000 nest.py:274(flatten)
  5047363    2.673    0.000   16.157    0.000 <__array_function__ internals>:2(concatenate)
   488426    1.719    0.000   15.382    0.000 tf_contextlib.py:25(contextmanager)
   104458    1.408    0.000   15.031    0.000 function.py:2767(__init__)
   453307    3.588    0.000   14.945    0.000 ops.py:3868(_get_op_def)
   104540    7.064    0.000   14.902    0.000 ops.py:2862(__init__)
  1540361    4.044    0.000   14.817    0.000 Hanabi.py:159(toarray)
2234725/1712250    3.476    0.000   14.443    0.000 {built-in method builtins.any}
 12631204    4.898    0.000   14.050    0.000 ops.py:2376(type)
    34778    0.153    0.000   14.032    0.000 dataset_ops.py:920(range)
   104468   14.005    0.000   14.005    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
    34778    0.605    0.000   13.879    0.000 dataset_ops.py:3570(__init__)
    34778    0.450    0.000   13.348    0.000 dataset_ops.py:4375(__init__)
    33150    1.232    0.000   13.334    0.000 generic_utils.py:528(update)
    32150    0.080    0.000   13.046    0.000 callbacks.py:960(on_train_batch_end)
   594043   12.989    0.000   12.989    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
    32150    0.408    0.000   12.966    0.000 callbacks.py:999(_batch_update_progbar)
  1182466    1.513    0.000   12.965    0.000 {built-in method _functools.reduce}
  5488803   10.605    0.000   12.869    0.000 dtypes.py:606(as_dtype)
  5320395   12.556    0.000   12.848    0.000 {built-in method tensorflow.python._pywrap_utils.Flatten}
   104333    2.592    0.000   12.841    0.000 structure.py:70(normalize_element)
   203764    0.535    0.000   12.749    0.000 tf_utils.py:513(to_numpy_or_python_type)
   838976    5.279    0.000   12.486    0.000 ops.py:2312(inputs)
  3788334    7.055    0.000   12.457    0.000 abc.py:180(__instancecheck__)
  2511389    7.734    0.000   12.145    0.000 object_identity.py:196(<listcomp>)
   489343    1.616    0.000   11.986    0.000 ops.py:6458(__enter__)
   837350    1.141    0.000   11.938    0.000 ops.py:386(_create_with_tf_output)
   104520    0.846    0.000   11.923    0.000 function.py:2299(from_function_and_signature)
  4872959    9.745    0.000   11.773    0.000 contextlib.py:59(__init__)
    55067    0.783    0.000   11.608    0.000 Hanabi.py:258(toarray)
    34778    0.101    0.000   11.454    0.000 dataset_ops.py:1031(prefetch)
   658240    1.022    0.000   11.402    0.000 Experiment.py:93(<lambda>)
     7529    0.096    0.000   11.368    0.002 iostream.py:334(flush)
17859908/17858633    9.122    0.000   11.365    0.000 {built-in method builtins.getattr}
    34778    0.756    0.000   11.353    0.000 dataset_ops.py:4289(__init__)
23922856/23922536   10.713    0.000   11.320    0.000 {built-in method builtins.hasattr}
  2702222   11.123    0.000   11.123    0.000 {method 'acquire' of '_thread.lock' objects}
   347779    0.894    0.000   11.100    0.000 dataset_ops.py:546(_flat_structure)
   209016    0.155    0.000   11.046    0.000 func_graph.py:130(<listcomp>)
1535954/1535917    2.514    0.000   10.938    0.000 base.py:453(_method_wrapper)
   139446    1.417    0.000   10.890    0.000 func_graph.py:82(encode_arg)
   697627    5.288    0.000   10.883    0.000 tf_decorator.py:67(make_decorator)
   837350    3.278    0.000   10.798    0.000 ops.py:359(__init__)
   861812    0.801    0.000   10.790    0.000 Experiment.py:105(<lambda>)
1927336/1041379    3.348    0.000   10.494    0.000 {built-in method builtins.hash}
   837414    0.943    0.000   10.133    0.000 lock_util.py:126(__exit__)
 15686010    4.450    0.000   10.102    0.000 {method 'get' of 'dict' objects}
    36812    0.715    0.000    9.914    0.000 resource_variable_ops.py:838(assign)
     7529    0.080    0.000    9.827    0.001 threading.py:533(wait)
  1012105    5.513    0.000    9.769    0.000 nest.py:129(_sequence_like)
    56831    0.303    0.000    9.768    0.000 Hanabi.py:367(save)
     7411    0.095    0.000    9.712    0.001 threading.py:263(wait)
   302468    0.405    0.000    9.691    0.000 type_spec.py:301(__hash__)
   837414    0.733    0.000    9.664    0.000 lock_util.py:123(__enter__)
   208667    0.941    0.000    9.641    0.000 structure.py:299(_to_tensor_list_helper)
  3794315    9.555    0.000    9.557    0.000 {built-in method numpy.array}
   488426    2.058    0.000    9.404    0.000 contextlib.py:129(contextmanager)
   487224    2.197    0.000    9.362    0.000 base.py:854(_handle_deferred_dependencies)
1012005/1007628    2.464    0.000    9.342    0.000 nest.py:461(_packed_nest_with_indices)
   506798    0.955    0.000    9.328    0.000 type_spec.py:337(__get_cmp_key)
  1605047    9.285    0.000    9.285    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
  6876038    4.114    0.000    9.272    0.000 compat.py:114(as_str)
656110/207280    1.720    0.000    9.250    0.000 function.py:95(_make_input_signature_hashable)
  1513549    3.985    0.000    9.209    0.000 tensor_shape.py:746(__init__)
   837414    3.091    0.000    9.190    0.000 lock_util.py:96(release)
 12631204    9.151    0.000    9.151    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
   837414    2.537    0.000    8.931    0.000 lock_util.py:86(acquire)
    34778    0.098    0.000    8.664    0.000 dataset_ops.py:957(zip)
   978968    3.258    0.000    8.578    0.000 ops.py:4091(name_scope)
    34778    0.463    0.000    8.566    0.000 dataset_ops.py:3472(__init__)
  1674828    8.542    0.000    8.542    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
313100/313020    0.593    0.000    8.449    0.000 structure.py:407(type_spec_from_value)
   104860    0.403    0.000    8.432    0.000 tf_inspect.py:238(getfullargspec)
   973799    1.550    0.000    8.373    0.000 structure.py:257(get_flat_tensor_specs)
   452112    0.783    0.000    8.346    0.000 dataset_ops.py:2927(merge)
   837414    8.267    0.000    8.267    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
1353994/506798    2.498    0.000    8.146    0.000 type_spec.py:342(__make_cmp_key)
   173889    0.298    0.000    8.062    0.000 structure.py:355(to_tensor_list)
   837168    1.394    0.000    7.946    0.000 tpu.py:223(tpu_replicated_input_resolver)
  1851567    7.866    0.000    7.866    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
   313100    1.222    0.000    7.855    0.000 type_spec.py:555(_type_spec_from_value)
   837229    1.415    0.000    7.788    0.000 errors_impl.py:264(__init__)
   104830    1.507    0.000    7.762    0.000 inspect.py:1089(getfullargspec)
   275335    1.031    0.000    7.761    0.000 Hanabi.py:212(toarray)
    56831    0.144    0.000    7.733    0.000 Hanabi.py:374(<listcomp>)
   284155    0.397    0.000    7.589    0.000 Hanabi.py:245(save)
   452112    2.287    0.000    7.562    0.000 options.py:89(merge_options)
   104458    0.260    0.000    7.544    0.000 context.py:2346(add_function)
   837414    2.902    0.000    7.500    0.000 ops.py:4439(_apply_device_functions)
  1250164    4.270    0.000    7.492    0.000 Hanabi.py:111(save)
    34778    0.341    0.000    7.433    0.000 callbacks.py:202(__init__)
    34820    0.241    0.000    7.416    0.000 resource_variable_ops.py:606(numpy)
   104458    0.376    0.000    7.272    0.000 context.py:1085(add_function)
  1503082    3.260    0.000    7.186    0.000 dtypes.py:172(is_compatible_with)
  4643178    4.333    0.000    7.159    0.000 ops.py:5989(get_default_graph)
   804194    0.854    0.000    7.150    0.000 ops.py:421(shape)
   104351    2.318    0.000    7.097    0.000 conversion.py:129(is_whitelisted)
   284155    0.487    0.000    7.041    0.000 Hanabi.py:246(<listcomp>)
   208707    0.219    0.000    7.024    0.000 structure.py:321(reduce_fn)
    67322    0.230    0.000    6.948    0.000 nest.py:1061(map_structure_up_to)
   527408    2.576    0.000    6.903    0.000 tensor_spec.py:39(__init__)
    34778    0.154    0.000    6.901    0.000 data_adapter.py:995(_process_tensorlike)
        1    0.002    0.002    6.900    6.900 Experiment.py:193(save)
  1051526    1.227    0.000    6.834    0.000 {built-in method builtins.all}
   592794    3.686    0.000    6.815    0.000 functools.py:44(update_wrapper)
   104458    6.800    0.000    6.800    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
   104386    0.340    0.000    6.783    0.000 <__array_function__ internals>:2(array_equal)
   489499    5.118    0.000    6.771    0.000 context.py:2001(graph_mode)
    67322    0.660    0.000    6.718    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
  1921805    6.620    0.000    6.620    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
   104468    0.423    0.000    6.611    0.000 function.py:1549(_set_function_spec)
   347779    0.983    0.000    6.563    0.000 dataset_ops.py:528(_flat_shapes)
    34915    0.480    0.000    6.499    0.000 resource_variable_ops.py:668(read_value)
  8126088    6.258    0.000    6.488    0.000 enum.py:332(<genexpr>)
    99600    1.946    0.000    6.454    0.000 function.py:2151(_build_call_outputs)
   104374    1.016    0.000    6.451    0.000 api.py:157(tf_convert)
   559738    4.534    0.000    6.442    0.000 tensor_shape.py:1193(as_proto)
   837231    5.557    0.000    6.373    0.000 errors_impl.py:64(__init__)
   384168    2.083    0.000    6.296    0.000 ops.py:444(_c_api_shape)
   486899    0.784    0.000    6.286    0.000 structure.py:273(get_flat_tensor_shapes)
    40626    0.041    0.000    6.270    0.000 <__array_function__ internals>:2(vstack)
  1858643    1.334    0.000    6.175    0.000 nest.py:198(_yield_value)
   104386    2.414    0.000    6.159    0.000 numeric.py:2287(array_equal)
   104468    2.902    0.000    6.127    0.000 function.py:1562(_initialize_function_spec)
  2448356    6.087    0.000    6.091    0.000 _collections_abc.py:742(__iter__)
    40626    0.085    0.000    6.053    0.000 shape_base.py:224(vstack)
    21201    0.154    0.000    6.045    0.000 Experiment.py:39(availableActions)
  2862540    2.474    0.000    6.016    0.000 c_api_util.py:157(tf_buffer)
   842493    0.974    0.000    6.011    0.000 tensor_shape.py:1230(as_shape)
  2557597    3.339    0.000    5.971    0.000 nest.py:203(_yield_sorted_items)
  1464068    4.192    0.000    5.935    0.000 base.py:577(_maybe_initialize_trackable)
180219/36625    0.676    0.000    5.921    0.000 training.py:322(__setattr__)
   561690    1.715    0.000    5.788    0.000 ops.py:6385(name_scope)
    34778    0.159    0.000    5.770    0.000 callbacks.py:274(set_model)
  1674336    2.422    0.000    5.759    0.000 tpu.py:239(replace_with_unreplicated_resources)
    34778    0.129    0.000    5.737    0.000 gen_dataset_ops.py:5296(range_dataset)
105157/104830    0.769    0.000    5.722    0.000 inspect.py:2183(_signature_from_callable)
    55067    0.238    0.000    5.654    0.000 Hanabi.py:271(<listcomp>)
   104338    0.184    0.000    5.599    0.000 structure.py:210(from_compatible_tensor_list)
  3763886    4.848    0.000    5.574    0.000 dtypes.py:192(__eq__)
  2205435    4.713    0.000    5.565    0.000 object_identity.py:174(__init__)
  1333427    3.026    0.000    5.531    0.000 Hanabi.py:70(toarray)
    69556    0.190    0.000    5.493    0.000 gen_dataset_ops.py:5498(repeat_dataset)
   837414    3.622    0.000    5.480    0.000 lock_util.py:106(_another_group_active)
  3772726    2.284    0.000    5.479    0.000 dtypes.py:84(base_dtype)
  6403119    5.448    0.000    5.453    0.000 _weakrefset.py:70(__contains__)
  2582238    3.066    0.000    5.427    0.000 compat.py:64(as_bytes)
   317295    0.395    0.000    5.417    0.000 constant_op.py:298(_constant_eager_impl)
   104338    0.813    0.000    5.415    0.000 structure.py:175(_from_tensor_list_helper)
   173929    0.316    0.000    5.385    0.000 structure.py:376(<lambda>)
   837414    4.973    0.000    5.292    0.000 ops.py:6880(_reconstruct_sequence_inputs)
   173929    0.436    0.000    5.272    0.000 type_spec.py:211(_to_tensor_list)
   489499    0.672    0.000    5.256    0.000 ops.py:3886(as_default)
   837414    4.150    0.000    5.234    0.000 ops.py:3052(_add_op)
  6876253    3.519    0.000    5.158    0.000 compat.py:90(as_text)
  1081200    2.859    0.000    5.155    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
   837414    1.340    0.000    5.148    0.000 threading.py:357(notify_all)
    19332    0.224    0.000    5.126    0.000 Experiment.py:52(<listcomp>)
  2149587    3.063    0.000    5.100    0.000 context.py:1851(executing_eagerly)
   626160    0.388    0.000    5.077    0.000 api.py:519(<genexpr>)
    34778    0.129    0.000    5.044    0.000 gen_dataset_ops.py:3266(model_dataset)
   317295    4.501    0.000    5.022    0.000 constant_op.py:70(convert_to_eager_tensor)
   104360    0.623    0.000    5.010    0.000 inspect_utils.py:82(isbuiltin)
   732993    2.139    0.000    4.983    0.000 ops.py:3848(_get_tensor_by_tf_output)
     1000    0.023    0.000    4.971    0.005 callbacks.py:397(on_epoch_end)
   101078    0.844    0.000    4.970    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
185257/40052    1.111    0.000    4.915    0.000 base_layer.py:2756(__setattr__)
   104371    0.927    0.000    4.882    0.000 api.py:244(decorator)
   104830    1.942    0.000    4.847    0.000 inspect.py:2102(_signature_from_function)
   907111    2.676    0.000    4.788    0.000 ops.py:4206(unique_name)
   104276    0.083    0.000    4.767    0.000 c_api_util.py:53(__del__)
   521800    0.802    0.000    4.689    0.000 api.py:343(_is_of_known_loaded_module)
   104276    4.685    0.000    4.685    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteGraph}
    67322    0.110    0.000    4.605    0.000 nest.py:1234(<listcomp>)
    67322    0.106    0.000    4.496    0.000 nest.py:1137(<lambda>)
   104540    0.438    0.000    4.481    0.000 c_api_util.py:45(__init__)
   173929    0.630    0.000    4.452    0.000 tensor_spec.py:155(_to_components)
  1078387    1.242    0.000    4.385    0.000 structure.py:269(<lambda>)
    34758    0.353    0.000    4.334    0.000 training.py:2667(concat)
  1256690    1.082    0.000    4.322    0.000 ops.py:1925(<genexpr>)
    35146    0.220    0.000    4.240    0.000 resource_variable_ops.py:643(_read_variable_op)
   837350    4.236    0.000    4.236    0.000 c_api_util.py:190(tf_output)
   211386    0.764    0.000    4.196    0.000 nest.py:1379(flatten_with_tuple_paths)
  9003074    2.484    0.000    4.078    0.000 pickle.py:213(write)
    34778    0.106    0.000    4.070    0.000 gen_dataset_ops.py:5189(prefetch_dataset)
  1674378    1.881    0.000    4.059    0.000 registry.py:82(lookup)
   104540    4.017    0.000    4.017    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
   558279    1.573    0.000    4.012    0.000 op_def_library.py:173(_MakeType)
  1020015    2.579    0.000    3.979    0.000 tensor_shape.py:756(<listcomp>)
   966028    1.463    0.000    3.962    0.000 tensor_spec.py:87(__hash__)
    36822    0.365    0.000    3.956    0.000 resource_variable_ops.py:830(_lazy_read)
   220268    0.435    0.000    3.946    0.000 Hanabi.py:219(<listcomp>)
    34778    0.188    0.000    3.839    0.000 gen_dataset_ops.py:106(anonymous_iterator_v2)
   208988    2.675    0.000    3.832    0.000 function.py:2388(__init__)
   837414    1.109    0.000    3.770    0.000 ops.py:5153(_mutation_lock)
   837414    1.697    0.000    3.755    0.000 ops.py:1995(_control_flow_post_processing)
   102165    0.426    0.000    3.729    0.000 type_spec.py:293(__eq__)
   104334    0.373    0.000    3.729    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
   132924    3.531    0.000    3.708    0.000 {method 'reduce' of 'numpy.ufunc' objects}
   489343    3.526    0.000    3.688    0.000 ops.py:6439(__init__)
   347779    0.543    0.000    3.643    0.000 dataset_ops.py:537(_flat_types)
        5    0.000    0.000    3.599    0.720 training.py:1918(save)
        5    0.000    0.000    3.599    0.720 save.py:47(save_model)
        5    0.013    0.003    3.598    0.720 save.py:40(save)
  2372514    3.571    0.000    3.575    0.000 {built-in method builtins.sorted}
        5    0.002    0.000    3.568    0.714 save.py:788(save)
  1217526    1.638    0.000    3.561    0.000 type_spec.py:262(_flat_tensor_specs)
   208936    0.859    0.000    3.545    0.000 func_graph.py:1061(check_mutation)
   837414    2.338    0.000    3.539    0.000 threading.py:334(notify)
   208794    0.207    0.000    3.522    0.000 ag_logging.py:138(log)
   837414    1.577    0.000    3.518    0.000 ops.py:5059(_snapshot_colocation_stack_metadata)
  5896105    2.191    0.000    3.517    0.000 pickle.py:448(get)
676997/506798    0.744    0.000    3.496    0.000 type_spec.py:357(<listcomp>)
   313145    0.675    0.000    3.472    0.000 tensor_util.py:309(_AssertCompatible)
   135898    0.520    0.000    3.463    0.000 ops.py:1039(numpy)
       21    0.106    0.005    3.456    0.165 Experiment.py:154(create_episode)
    34778    0.118    0.000    3.383    0.000 data_adapter.py:963(select_data_adapter)
   104216    0.188    0.000    3.377    0.000 c_api_util.py:94(__del__)
   521800    3.342    0.000    3.342    0.000 api.py:347(<genexpr>)
  3512758    2.244    0.000    3.335    0.000 options.py:74(get_fn)
   382566    0.481    0.000    3.322    0.000 structure.py:286(get_flat_tensor_types)
   208803    0.210    0.000    3.315    0.000 ag_logging.py:121(has_verbosity)
