         1612064486 function calls (1540329159 primitive calls) in 3894.139 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1278708   32.625    0.000  262.885    0.000 ops.py:1839(__init__)
       13    0.382    0.029  259.655   19.973 _dill.py:253(dump)
       13    0.000    0.000  259.272   19.944 _dill.py:414(dump)
       13    0.000    0.000  259.271   19.944 pickle.py:398(dump)
46606354/13   88.107    0.000  259.271   19.944 pickle.py:457(save)
402802/37    0.598    0.000  259.268    7.007 pickle.py:774(save_list)
402802/37    1.922    0.000  259.267    7.007 pickle.py:787(_batch_appends)
2294826/13588   11.974    0.000  258.763    0.019 _dill.py:903(save_module_dict)
1825969/33501    8.732    0.000  258.656    0.008 pickle.py:539(save_reduce)
2294826/13588    4.341    0.000  258.637    0.019 pickle.py:814(save_dict)
2294826/13588   22.042    0.000  258.547    0.019 pickle.py:827(_batch_setitems)
2578624/2578029    8.931    0.000  252.185    0.000 ops.py:1448(convert_to_tensor)
   968787    1.836    0.000  226.202    0.000 constant_op.py:166(constant)
   968787    9.804    0.000  224.367    0.000 constant_op.py:267(_constant_impl)
   159346   11.102    0.000  207.701    0.001 auto_control_deps.py:301(__exit__)
855154/853624    4.940    0.000  199.929    0.000 nest.py:573(map_structure)
855154/853624    1.322    0.000  177.803    0.000 nest.py:635(<listcomp>)
   105987    0.252    0.000  177.648    0.002 array_ops.py:1028(slice)
   105987    0.998    0.000  177.396    0.002 gen_array_ops.py:9212(_slice)
  1280040    7.240    0.000  176.623    0.000 auto_control_deps.py:519(_get_resource_inputs)
       12    0.019    0.002  165.269   13.772 Experiment.py:226(save_status)
  1278044    7.408    0.000  145.817    0.000 auto_control_deps_utils.py:89(get_read_write_resource_inputs)
   265065    0.269    0.000  120.844    0.000 constant_op.py:335(_constant_tensor_conversion_function)
  1278708   20.008    0.000  116.022    0.000 ops.py:1764(_create_c_op)
    52994    0.268    0.000  115.831    0.002 data_adapter.py:315(permutation)
    52997    0.946    0.000  115.385    0.002 math_ops.py:1731(range)
  1708357   10.004    0.000  109.820    0.000 ops.py:2471(get_attr)
   318692    6.436    0.000  109.784    0.000 func_graph.py:1148(_get_defun_inputs)
   159346    0.287    0.000  106.367    0.001 func_graph.py:1136(_get_defun_inputs_from_args)
   650548    0.883    0.000  105.497    0.000 tensor_conversion_registry.py:50(_default_conversion_function)
        1    0.002    0.002  104.952  104.952 Experiment.py:204(save)
13847737/8781915    8.692    0.000   87.310    0.000 {built-in method builtins.next}
   159396    0.716    0.000   87.290    0.001 func_graph.py:930(convert)
   214580    4.252    0.000   85.149    0.000 graph_only_ops.py:29(graph_placeholder)
   159396    1.040    0.000   84.898    0.001 auto_control_deps.py:182(mark_as_return)
   223973    1.071    0.000   84.406    0.000 array_ops.py:244(identity)
   223973    1.294    0.000   81.276    0.000 gen_array_ops.py:3973(identity)
    52994    0.163    0.000   78.738    0.001 data_adapter.py:393(grab_batch)
  1708357   73.592    0.000   78.350    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrValueProto}
   159346    2.981    0.000   77.667    0.000 function.py:1460(__init__)
    53044    0.216    0.000   77.598    0.001 data_adapter.py:394(<lambda>)
    53044    0.435    0.000   77.257    0.001 array_ops.py:4589(gather)
    53044    0.970    0.000   76.420    0.001 gen_array_ops.py:3790(gather_v2)
7456466/4925867    3.874    0.000   66.763    0.000 contextlib.py:79(__enter__)
   105987    0.257    0.000   64.267    0.001 dataset_ops.py:569(from_tensors)
   105987    1.180    0.000   64.010    0.001 dataset_ops.py:2980(__init__)
   159346    1.208    0.000   59.722    0.000 function.py:597(__init__)
   159346    9.058    0.000   57.659    0.000 function.py:412(__init__)
    53011    0.206    0.000   56.062    0.001 array_ops.py:59(reshape)
    53011    0.443    0.000   54.299    0.001 gen_array_ops.py:8143(reshape)
  1490828   10.200    0.000   53.093    0.000 func_graph.py:365(inner_cm)
   477199   14.540    0.000   52.808    0.000 tensor_util.py:360(make_tensor_proto)
   741914    8.287    0.000   52.561    0.000 dataset_ops.py:186(__init__)
    52994    0.188    0.000   49.529    0.001 dataset_ops.py:606(from_tensor_slices)
    52994    1.071    0.000   49.341    0.001 dataset_ops.py:2999(__init__)
    52993    0.155    0.000   49.181    0.001 dataset_ops.py:1002(concatenate)
    52993    1.082    0.000   49.025    0.001 dataset_ops.py:3504(__init__)
100231496/100229996   25.820    0.000   41.506    0.000 {built-in method builtins.isinstance}
   105987    0.788    0.000   40.346    0.000 gen_dataset_ops.py:6595(tensor_dataset)
    52997    0.602    0.000   38.252    0.001 gen_math_ops.py:7268(_range)
  1278708   11.752    0.000   38.121    0.000 ops.py:3521(_create_op_helper)
    52993    0.720    0.000   35.652    0.001 gen_dataset_ops.py:853(concatenate_dataset)
   745414    3.416    0.000   35.528    0.000 func_graph.py:362(as_default)
7456466/4930429   10.017    0.000   34.863    0.000 contextlib.py:85(__exit__)
    69014    0.181    0.000   34.551    0.001 callbacks.py:281(_call_batch_hook)
   423952    0.806    0.000   34.237    0.000 dataset_ops.py:2956(__init__)
    52994    0.649    0.000   33.909    0.001 gen_dataset_ops.py:6664(tensor_slice_dataset)
    69014    0.686    0.000   33.871    0.000 callbacks.py:332(_call_batch_hook_helper)
   159528    5.584    0.000   33.541    0.000 func_graph.py:165(__init__)
  2037104    1.604    0.000   33.387    0.000 nest.py:536(pack_sequence_as)
  2090102    5.706    0.000   32.854    0.000 nest.py:496(_pack_sequence_as)
  1278708   19.711    0.000   32.781    0.000 ops.py:1737(_NodeDef)
  1598773    2.860    0.000   32.768    0.000 tf_stack.py:131(extract_stack)
    34507    0.178    0.000   32.519    0.001 callbacks.py:432(on_train_batch_end)
    34507    0.150    0.000   32.224    0.001 callbacks.py:302(_call_batch_end_hook)
  1278708   31.842    0.000   31.842    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FinishOperation}
    52994    0.898    0.000   31.506    0.001 iterator_ops.py:531(__del__)
  1598773   29.241    0.000   29.247    0.000 {built-in method tensorflow.python._tf_stack.extract_stack}
    36431    2.086    0.000   28.555    0.001 generic_utils.py:528(update)
   318908    1.189    0.000   28.438    0.000 func_graph.py:69(convert_structure_to_signature)
  1497020    8.878    0.000   27.591    0.000 ops.py:5580(get_controller)
    34507    0.089    0.000   27.383    0.001 callbacks.py:960(on_train_batch_end)
    34507    0.423    0.000   27.294    0.001 callbacks.py:999(_batch_update_progbar)
    52994    0.221    0.000   27.033    0.001 gen_dataset_ops.py:1262(delete_iterator)
 58016855   16.488    0.000   26.832    0.000 pickle.py:213(write)
  7456466    7.549    0.000   26.111    0.000 contextlib.py:157(helper)
   742912    5.192    0.000   25.333    0.000 base.py:800(_track_trackable)
  1283595   14.171    0.000   25.328    0.000 ops.py:2312(inputs)
   159322    1.174    0.000   24.634    0.000 function.py:3632(decorated)
    52994    0.222    0.000   24.302    0.000 gen_dataset_ops.py:2003(flat_map_dataset)
   104927    0.489    0.000   24.250    0.000 Hanabi.py:371(save)
745428/745427    2.155    0.000   23.830    0.000 tf_contextlib.py:25(contextmanager)
 37936148   14.686    0.000   23.030    0.000 pickle.py:448(get)
7482121/7371028   13.842    0.000   22.964    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    52994    0.668    0.000   22.910    0.000 dataset_ops.py:356(_apply_options)
   159540   12.015    0.000   22.591    0.000 ops.py:2862(__init__)
   264970    0.404    0.000   22.229    0.000 dataset_ops.py:2967(__init__)
   105988    0.209    0.000   21.330    0.000 dataset_ops.py:1128(repeat)
   105988    1.162    0.000   21.121    0.000 dataset_ops.py:3552(__init__)
 61097874   14.477    0.000   21.043    0.000 {method 'get' of 'dict' objects}
  7965519    4.523    0.000   20.996    0.000 nest.py:274(flatten)
 19288102    6.989    0.000   20.239    0.000 ops.py:2376(type)
    18607    0.228    0.000   20.152    0.001 iostream.py:334(flush)
  2131007    5.522    0.000   20.001    0.000 Hanabi.py:159(toarray)
31537331/31533647   15.613    0.000   19.673    0.000 {built-in method builtins.getattr}
3410636/2613870    4.884    0.000   19.409    0.000 {built-in method builtins.any}
   159322    1.747    0.000   18.702    0.000 function.py:2767(__init__)
   294883    3.631    0.000   18.452    0.000 function.py:2977(_cache_key)
  7456466   15.122    0.000   18.374    0.000 contextlib.py:59(__init__)
   692163    4.502    0.000   18.340    0.000 ops.py:3868(_get_op_def)
    52994    0.676    0.000   18.209    0.000 dataset_ops.py:4375(__init__)
  8384353   15.031    0.000   17.908    0.000 dtypes.py:606(as_dtype)
   747620    2.170    0.000   17.745    0.000 ops.py:6458(__enter__)
  7012413    3.766    0.000   17.398    0.000 <__array_function__ internals>:2(concatenate)
    52994    0.216    0.000   17.321    0.000 gen_dataset_ops.py:5057(parallel_map_dataset_v2)
   982988    1.551    0.000   17.207    0.000 Experiment.py:93(<lambda>)
    52994    0.253    0.000   17.200    0.000 gen_dataset_ops.py:3036(map_dataset)
  1801810    1.901    0.000   17.174    0.000 {built-in method _functools.reduce}
    52994    0.232    0.000   17.101    0.000 dataset_ops.py:920(range)
    52994    0.776    0.000   16.868    0.000 dataset_ops.py:3570(__init__)
  4194594   16.824    0.000   16.824    0.000 {method 'acquire' of '_thread.lock' objects}
  1278604    1.704    0.000   16.598    0.000 ops.py:386(_create_with_tf_output)
  7965519   16.118    0.000   16.473    0.000 {built-in method tensorflow.python._pywrap_utils.Flatten}
  4524377    8.387    0.000   16.462    0.000 pickle.py:413(memoize)
   158981    2.993    0.000   16.306    0.000 structure.py:70(normalize_element)
    80567    1.117    0.000   16.177    0.000 Hanabi.py:259(toarray)
  1278708    0.994    0.000   15.746    0.000 lock_util.py:123(__enter__)
  5370225    8.953    0.000   15.664    0.000 abc.py:180(__instancecheck__)
745428/745427    2.783    0.000   15.623    0.000 contextlib.py:129(contextmanager)
   104927    0.250    0.000   15.551    0.000 Hanabi.py:379(<listcomp>)
37899706/37898746   14.506    0.000   15.369    0.000 {built-in method builtins.hasattr}
  2340362    7.723    0.000   15.345    0.000 Hanabi.py:111(save)
   524635    0.685    0.000   15.301    0.000 Hanabi.py:245(save)
    18607    0.168    0.000   15.298    0.001 threading.py:533(wait)
   908387   15.166    0.000   15.166    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
    18545    0.202    0.000   15.058    0.001 threading.py:263(wait)
   159492    1.032    0.000   15.054    0.000 function.py:2299(from_function_and_signature)
  1278604    4.706    0.000   14.894    0.000 ops.py:359(__init__)
    52994    0.138    0.000   14.826    0.000 dataset_ops.py:1031(prefetch)
  1278708    3.445    0.000   14.752    0.000 lock_util.py:86(acquire)
    52994    0.960    0.000   14.688    0.000 dataset_ops.py:4289(__init__)
  1278708    1.263    0.000   14.651    0.000 lock_util.py:126(__exit__)
   529939    1.104    0.000   14.528    0.000 dataset_ops.py:546(_flat_structure)
   524635    0.769    0.000   14.347    0.000 Hanabi.py:246(<listcomp>)
  1064807    6.759    0.000   14.332    0.000 tf_decorator.py:67(make_decorator)
   318908    0.220    0.000   14.288    0.000 func_graph.py:130(<listcomp>)
   268225    0.619    0.000   14.068    0.000 tf_utils.py:513(to_numpy_or_python_type)
   212846    1.779    0.000   14.068    0.000 func_graph.py:82(encode_arg)
   159346   13.724    0.000   13.724    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
  1120396    1.057    0.000   13.598    0.000 Experiment.py:108(<lambda>)
  1278708    4.404    0.000   13.388    0.000 lock_util.py:96(release)
 10502540    5.997    0.000   13.365    0.000 compat.py:114(as_str)
 19288102   13.250    0.000   13.250    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
    56888    0.942    0.000   13.075    0.000 resource_variable_ops.py:838(assign)
   317963    1.233    0.000   12.746    0.000 structure.py:299(_to_tensor_list_helper)
2346157/2346117    3.433    0.000   12.671    0.000 base.py:453(_method_wrapper)
  5552340   12.497    0.000   12.499    0.000 {built-in method numpy.array}
  3833784    4.479    0.000   12.484    0.000 object_identity.py:195(update)
   688920    0.995    0.000   12.433    0.000 dataset_ops.py:2927(merge)
  1496008    4.579    0.000   12.308    0.000 ops.py:4091(name_scope)
    52994    0.121    0.000   12.218    0.000 dataset_ops.py:957(zip)
  2557416   12.209    0.000   12.209    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
  2451316   12.119    0.000   12.119    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
    52994    0.633    0.000   12.098    0.000 dataset_ops.py:3472(__init__)
  1476626    6.609    0.000   11.867    0.000 nest.py:129(_sequence_like)
2694626/1504384    3.719    0.000   11.798    0.000 {built-in method builtins.hash}
   688920    3.325    0.000   11.438    0.000 options.py:89(merge_options)
  2830934   11.421    0.000   11.421    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
1476338/1473898    2.911    0.000   11.328    0.000 nest.py:461(_packed_nest_with_indices)
  1278708   11.278    0.000   11.278    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
  1278044    1.949    0.000   11.254    0.000 tpu.py:223(tpu_replicated_input_resolver)
  1483847    2.124    0.000   11.164    0.000 structure.py:257(get_flat_tensor_specs)
   402835    1.409    0.000   10.918    0.000 Hanabi.py:212(toarray)
   742902    3.086    0.000   10.850    0.000 base.py:854(_handle_deferred_dependencies)
477194/476994    0.708    0.000   10.690    0.000 structure.py:407(type_spec_from_value)
   904450    5.167    0.000   10.610    0.000 functools.py:44(update_wrapper)
  1278708    4.002    0.000   10.589    0.000 ops.py:4439(_apply_device_functions)
   160451    0.645    0.000   10.589    0.000 tf_inspect.py:238(getfullargspec)
   390896    0.531    0.000   10.563    0.000 type_spec.py:301(__hash__)
   264969    0.364    0.000   10.562    0.000 structure.py:355(to_tensor_list)
   652498    1.146    0.000   10.537    0.000 type_spec.py:337(__get_cmp_key)
  2300966    4.786    0.000   10.482    0.000 dtypes.py:172(is_compatible_with)
 58017691   10.345    0.000   10.345    0.000 {method 'write' of '_io.BufferedWriter' objects}
       12    0.000    0.000   10.193    0.849 training.py:1918(save)
       12    0.000    0.000   10.193    0.849 save.py:47(save_model)
       12    0.037    0.003   10.192    0.849 save.py:40(save)
    52994    0.491    0.000   10.144    0.000 callbacks.py:202(__init__)
 44392629   10.122    0.000   10.128    0.000 {built-in method _struct.pack}
       12    0.005    0.000   10.114    0.843 save.py:788(save)
  7054456    6.111    0.000   10.015    0.000 ops.py:5989(get_default_graph)
  1278708    6.949    0.000    9.999    0.000 lock_util.py:106(_another_group_active)
   477194    1.433    0.000    9.981    0.000 type_spec.py:555(_type_spec_from_value)
916364/294883    1.842    0.000    9.845    0.000 function.py:95(_make_input_signature_hashable)
  1605533    1.870    0.000    9.706    0.000 {built-in method builtins.all}
   159006    3.219    0.000    9.698    0.000 conversion.py:129(is_whitelisted)
   160379    1.809    0.000    9.568    0.000 inspect.py:1089(getfullargspec)
  2305523    5.042    0.000    9.417    0.000 tensor_shape.py:746(__init__)
   318063    0.290    0.000    9.369    0.000 structure.py:321(reduce_fn)
    53092    0.304    0.000    9.353    0.000 resource_variable_ops.py:606(numpy)
    95281    0.316    0.000    9.193    0.000 nest.py:1061(map_structure_up_to)
  2938740    9.127    0.000    9.127    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
1657204/652498    2.789    0.000    9.110    0.000 type_spec.py:342(__make_cmp_key)
   857289    6.347    0.000    9.059    0.000 tensor_shape.py:1193(as_proto)
   797829    3.030    0.000    8.948    0.000 tensor_spec.py:39(__init__)
  8670206    4.505    0.000    8.935    0.000 _dill.py:380(get)
    95281    0.861    0.000    8.877    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
  3747304    8.737    0.000    8.748    0.000 _collections_abc.py:742(__iter__)
  1230412    0.970    0.000    8.747    0.000 ops.py:421(shape)
    52994    0.188    0.000    8.718    0.000 data_adapter.py:995(_process_tensorlike)
       12    0.018    0.002    8.707    0.726 save.py:1030(_build_meta_graph)
   135537    0.587    0.000    8.707    0.000 iostream.py:195(schedule)
  4372598    3.489    0.000    8.614    0.000 c_api_util.py:157(tf_buffer)
   529939    1.157    0.000    8.395    0.000 dataset_ops.py:528(_flat_shapes)
   159028    1.188    0.000    8.370    0.000 api.py:157(tf_convert)
  3373864    7.275    0.000    8.296    0.000 object_identity.py:174(__init__)
  2035023    4.523    0.000    8.267    0.000 Hanabi.py:70(toarray)
    53368    0.551    0.000    8.266    0.000 resource_variable_ops.py:668(read_value)
   741923    0.939    0.000    8.240    0.000 structure.py:273(get_flat_tensor_shapes)
  2556088    3.397    0.000    8.149    0.000 tpu.py:239(replace_with_unreplicated_resources)
277663/56685    0.976    0.000    8.112    0.000 training.py:322(__setattr__)
    80567    0.329    0.000    8.003    0.000 Hanabi.py:272(<listcomp>)
  5766352    3.340    0.000    7.998    0.000 dtypes.py:84(base_dtype)
  3776246    4.643    0.000    7.982    0.000 nest.py:203(_yield_sorted_items)
  5709983    6.910    0.000    7.969    0.000 dtypes.py:192(__eq__)
   159346    0.428    0.000    7.915    0.000 function.py:1549(_set_function_spec)
    52994    0.201    0.000    7.797    0.000 callbacks.py:274(set_model)
  3943407    4.409    0.000    7.791    0.000 compat.py:64(as_bytes)
   587234    2.500    0.000    7.777    0.000 ops.py:444(_c_api_shape)
   325724    1.076    0.000    7.704    0.000 nest.py:1379(flatten_with_tuple_paths)
   159322    0.242    0.000    7.596    0.000 context.py:2346(add_function)
  1278708    2.210    0.000    7.590    0.000 threading.py:357(notify_all)
  1278708    7.076    0.000    7.553    0.000 ops.py:6880(_reconstruct_sequence_inputs)
   105988    0.260    0.000    7.531    0.000 gen_dataset_ops.py:5498(repeat_dataset)
   104927    5.268    0.000    7.519    0.000 Hanabi.py:365(count_discarded)
  2707026    1.715    0.000    7.455    0.000 nest.py:198(_yield_value)
   159346    3.381    0.000    7.408    0.000 function.py:1562(_initialize_function_spec)
 10503104    4.975    0.000    7.369    0.000 compat.py:90(as_text)
   135537    7.348    0.000    7.348    0.000 socket.py:357(send)
  1278708    5.870    0.000    7.342    0.000 ops.py:3052(_add_op)
   159322    0.417    0.000    7.334    0.000 context.py:1085(add_function)
 58287809    7.224    0.000    7.224    0.000 {built-in method builtins.id}
   158986    0.223    0.000    7.208    0.000 structure.py:210(from_compatible_tensor_list)
   265069    0.547    0.000    7.127    0.000 type_spec.py:211(_to_tensor_list)
   265069    0.387    0.000    7.120    0.000 structure.py:376(<lambda>)
161311/160379    1.006    0.000    7.075    0.000 inspect.py:2183(_signature_from_callable)
   158986    1.106    0.000    6.985    0.000 structure.py:175(_from_tensor_list_helper)
  3833784    2.906    0.000    6.954    0.000 object_identity.py:196(<listcomp>)
   159022    0.751    0.000    6.825    0.000 inspect_utils.py:82(isbuiltin)
   159322    6.816    0.000    6.816    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
  1649858    3.513    0.000    6.813    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
  1385024    3.737    0.000    6.795    0.000 ops.py:4206(unique_name)
  9164855    6.768    0.000    6.780    0.000 _weakrefset.py:70(__contains__)
 46606354    6.763    0.000    6.763    0.000 pickle.py:200(commit_frame)
291829/66457    1.533    0.000    6.746    0.000 base_layer.py:2756(__setattr__)
    39285    0.263    0.000    6.743    0.000 Experiment.py:39(availableActions)
  3284634    3.892    0.000    6.624    0.000 context.py:1851(executing_eagerly)
  1119236    2.828    0.000    6.570    0.000 ops.py:3848(_get_tensor_by_tf_output)
   954132    0.537    0.000    6.485    0.000 api.py:519(<genexpr>)
   130170    2.112    0.000    6.481    0.000 function.py:2151(_build_call_outputs)
   491588    0.488    0.000    6.440    0.000 constant_op.py:298(_constant_eager_impl)
   159025    1.010    0.000    6.377    0.000 api.py:244(decorator)
    52994    0.150    0.000    6.306    0.000 gen_dataset_ops.py:3266(model_dataset)
  1918984    1.521    0.000    6.284    0.000 ops.py:1925(<genexpr>)
    52994    0.167    0.000    6.204    0.000 gen_dataset_ops.py:5296(range_dataset)
   159071    0.373    0.000    6.171    0.000 <__array_function__ internals>:2(array_equal)
   159656    0.106    0.000    6.151    0.000 c_api_util.py:53(__del__)
    95281    0.139    0.000    6.132    0.000 nest.py:1234(<listcomp>)
   159656    6.045    0.000    6.045    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteGraph}
   265069    0.752    0.000    6.037    0.000 tensor_spec.py:155(_to_components)
    95281    0.137    0.000    5.993    0.000 nest.py:1137(<lambda>)
  1278604    5.969    0.000    5.969    0.000 c_api_util.py:190(tf_output)
   491588    5.274    0.000    5.952    0.000 constant_op.py:70(convert_to_eager_tensor)
   795110    1.179    0.000    5.949    0.000 api.py:343(_is_of_known_loaded_module)
  4589872    2.084    0.000    5.936    0.000 __init__.py:1298(info)
   160379    2.490    0.000    5.909    0.000 inspect.py:2102(_signature_from_function)
  1643443    1.458    0.000    5.901    0.000 structure.py:269(<lambda>)
  2235655    3.762    0.000    5.855    0.000 base.py:577(_maybe_initialize_trackable)
    53951    0.267    0.000    5.821    0.000 resource_variable_ops.py:643(_read_variable_op)
    52944    0.423    0.000    5.794    0.000 training.py:2667(concat)
   544474    0.490    0.000    5.778    0.000 nest.py:1310(yield_flat_paths)
   852177    2.225    0.000    5.760    0.000 op_def_library.py:173(_MakeType)
  2556139    2.551    0.000    5.710    0.000 registry.py:82(lookup)
   322268    0.559    0.000    5.622    0.000 Hanabi.py:219(<listcomp>)
1437928/1010328    2.888    0.000    5.565    0.000 nest.py:720(_yield_flat_up_to)
   159540    0.755    0.000    5.529    0.000 c_api_util.py:45(__init__)
   159071    2.311    0.000    5.477    0.000 numeric.py:2287(array_equal)
    56898    0.485    0.000    5.394    0.000 resource_variable_ops.py:830(_lazy_read)
  5564820    3.288    0.000    5.370    0.000 options.py:74(get_fn)
    52994    0.152    0.000    5.362    0.000 gen_dataset_ops.py:5189(prefetch_dataset)
  1283247    1.366    0.000    5.266    0.000 tensor_shape.py:1230(as_shape)
    78600    0.433    0.000    5.223    0.000 iostream.py:382(write)
  1278708    1.325    0.000    5.217    0.000 ops.py:5153(_mutation_lock)
   748510    0.893    0.000    5.207    0.000 ops.py:3886(as_default)
   125856    0.995    0.000    5.149    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
  3523126    4.804    0.000    5.067    0.000 {built-in method builtins.sorted}
 46606354    5.032    0.000    5.032    0.000 pickle.py:523(persistent_id)
   529939    0.724    0.000    5.028    0.000 dataset_ops.py:537(_flat_types)
  1855476    2.280    0.000    4.980    0.000 type_spec.py:262(_flat_tensor_specs)
 11696166    4.765    0.000    4.967    0.000 enum.py:332(<genexpr>)
  1278708    3.283    0.000    4.966    0.000 threading.py:334(notify)
   318838    3.230    0.000    4.880    0.000 function.py:2388(__init__)
  1278708    2.139    0.000    4.876    0.000 ops.py:1995(_control_flow_post_processing)
5100/4716    0.018    0.000    4.871    0.001 def_function.py:1052(_get_concrete_function_garbage_collected)
    52994    0.270    0.000    4.852    0.000 gen_dataset_ops.py:106(anonymous_iterator_v2)
   477182    0.905    0.000    4.780    0.000 tensor_util.py:309(_AssertCompatible)
  1277912    2.018    0.000    4.758    0.000 errors_impl.py:264(__init__)
5076/4692    0.008    0.000    4.733    0.001 def_function.py:1091(get_concrete_function)
24450397/24450316    4.718    0.000    4.718    0.000 {built-in method builtins.len}
  1278708    1.997    0.000    4.705    0.000 ops.py:5059(_snapshot_colocation_stack_metadata)
   370952    1.081    0.000    4.659    0.000 nest.py:195(map_structure)
  5766400    4.658    0.000    4.658    0.000 dtypes.py:71(_is_ref_dtype)
   159540    4.650    0.000    4.650    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
  364/244    0.003    0.000    4.643    0.019 def_function.py:583(wrapped_fn)
