         991410035 function calls (961514344 primitive calls) in 6113.263 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  6088501    3.642    0.000   17.105    0.000 nest.py:274(flatten)
   523501    3.435    0.000   17.009    0.000 ops.py:3868(_get_op_def)
563794/563793    1.347    0.000   16.861    0.000 tf_contextlib.py:25(contextmanager)
   244914    1.049    0.000   16.780    0.000 iostream.py:195(schedule)
    80040    0.161    0.000   16.646    0.000 dataset_ops.py:1128(repeat)
        1    0.002    0.002   16.626   16.626 Experiment.py:204(save)
    80040    0.919    0.000   16.484    0.000 dataset_ops.py:3552(__init__)
   232110    3.060    0.000   15.838    0.000 function.py:2977(_cache_key)
 14591514    5.314    0.000   15.563    0.000 ops.py:2376(type)
  1635725    4.338    0.000   15.561    0.000 Hanabi.py:159(toarray)
2581506/1979350    3.857    0.000   15.287    0.000 {built-in method builtins.any}
21541985/21538301   12.006    0.000   14.993    0.000 {built-in method builtins.getattr}
   120400    1.470    0.000   14.957    0.000 function.py:2767(__init__)
   565984    1.617    0.000   14.877    0.000 ops.py:6458(__enter__)
  2899656   10.103    0.000   14.587    0.000 object_identity.py:196(<listcomp>)
    40020    0.197    0.000   14.468    0.000 dataset_ops.py:920(range)
   244914   14.356    0.000   14.356    0.000 socket.py:357(send)
    40020    0.648    0.000   14.272    0.000 dataset_ops.py:3570(__init__)
  5427085    2.945    0.000   14.220    0.000 <__array_function__ internals>:2(concatenate)
    40020    0.524    0.000   14.073    0.000 dataset_ops.py:4375(__init__)
  6345491   11.632    0.000   13.830    0.000 dtypes.py:606(as_dtype)
    40020    0.203    0.000   13.823    0.000 gen_dataset_ops.py:3036(map_dataset)
    66631    0.973    0.000   13.665    0.000 Hanabi.py:259(toarray)
    68133    0.316    0.000   13.641    0.000 Hanabi.py:371(save)
  1360694    1.684    0.000   13.521    0.000 {built-in method _functools.reduce}
  6088501   13.151    0.000   13.463    0.000 {built-in method tensorflow.python._pywrap_utils.Flatten}
   972219    5.800    0.000   13.447    0.000 ops.py:2312(inputs)
   222286    0.617    0.000   13.421    0.000 tf_utils.py:513(to_numpy_or_python_type)
    40020    0.177    0.000   13.118    0.000 gen_dataset_ops.py:5057(parallel_map_dataset_v2)
   967228    1.321    0.000   12.888    0.000 ops.py:386(_create_with_tf_output)
  5652533   10.364    0.000   12.788    0.000 contextlib.py:59(__init__)
       12    0.000    0.000   12.680    1.057 training.py:1918(save)
       12    0.000    0.000   12.679    1.057 save.py:47(save_model)
  1021700    0.980    0.000   12.679    0.000 Experiment.py:108(<lambda>)
       12    0.034    0.003   12.678    1.057 save.py:40(save)
  4237288    7.309    0.000   12.667    0.000 abc.py:180(__instancecheck__)
       12    0.005    0.000   12.602    1.050 save.py:788(save)
   120059    2.311    0.000   12.573    0.000 structure.py:70(normalize_element)
 24865044    6.174    0.000   12.085    0.000 {method 'get' of 'dict' objects}
27944108/27943148   11.359    0.000   12.018    0.000 {built-in method builtins.hasattr}
   687829   11.963    0.000   11.963    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
   120570    0.821    0.000   11.827    0.000 function.py:2299(from_function_and_signature)
   967228    3.688    0.000   11.567    0.000 ops.py:359(__init__)
    40020    0.111    0.000   11.529    0.000 dataset_ops.py:1031(prefetch)
    40020    0.756    0.000   11.417    0.000 dataset_ops.py:4289(__init__)
   967332    0.973    0.000   11.343    0.000 lock_util.py:126(__exit__)
   400199    0.877    0.000   11.303    0.000 dataset_ops.py:546(_flat_structure)
   805329    5.241    0.000   11.269    0.000 tf_decorator.py:67(make_decorator)
   241064    0.167    0.000   11.097    0.000 func_graph.py:130(<listcomp>)
    68133    0.164    0.000   11.095    0.000 Hanabi.py:379(<listcomp>)
    43760    0.843    0.000   11.012    0.000 resource_variable_ops.py:838(assign)
   120424   10.966    0.000   10.966    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
   340665    0.446    0.000   10.931    0.000 Hanabi.py:245(save)
   160950    1.384    0.000   10.930    0.000 func_graph.py:82(encode_arg)
563794/563793    2.158    0.000   10.872    0.000 contextlib.py:129(contextmanager)
  1498584    4.932    0.000   10.808    0.000 Hanabi.py:111(save)
   967332    0.775    0.000   10.668    0.000 lock_util.py:123(__enter__)
  7946662    4.695    0.000   10.426    0.000 compat.py:114(as_str)
   967332    3.479    0.000   10.370    0.000 lock_util.py:96(release)
   587364    0.946    0.000   10.358    0.000 Experiment.py:93(<lambda>)
   340665    0.529    0.000   10.307    0.000 Hanabi.py:246(<listcomp>)
 14591514   10.248    0.000   10.248    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
1775147/1775107    2.707    0.000   10.088    0.000 base.py:453(_method_wrapper)
2138171/1175390    3.069    0.000   10.036    0.000 {built-in method builtins.hash}
  4399378    9.969    0.000    9.971    0.000 {built-in method numpy.array}
   967332    2.668    0.000    9.893    0.000 lock_util.py:86(acquire)
   240119    0.942    0.000    9.781    0.000 structure.py:299(_to_tensor_list_helper)
  2556194    8.505    0.000    9.741    0.000 object_identity.py:174(__init__)
   140434    0.798    0.000    9.724    0.000 iostream.py:382(write)
1151151/1145093    2.401    0.000    9.630    0.000 nest.py:461(_packed_nest_with_indices)
   520258    0.788    0.000    9.622    0.000 dataset_ops.py:2927(merge)
  1151439    5.364    0.000    9.539    0.000 nest.py:129(_sequence_like)
  1132736    3.536    0.000    9.524    0.000 ops.py:4091(name_scope)
    40020    0.096    0.000    9.422    0.000 dataset_ops.py:957(zip)
  1934664    9.389    0.000    9.389    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
  1854512    9.377    0.000    9.377    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
   535655    1.037    0.000    9.340    0.000 type_spec.py:337(__get_cmp_key)
    40020    0.480    0.000    9.326    0.000 dataset_ops.py:3472(__init__)
   319343    0.489    0.000    9.280    0.000 type_spec.py:301(__hash__)
   333155    1.197    0.000    9.176    0.000 Hanabi.py:212(toarray)
  1120575    1.691    0.000    8.973    0.000 structure.py:257(get_flat_tensor_specs)
   520258    2.491    0.000    8.834    0.000 options.py:89(merge_options)
   967332    8.829    0.000    8.829    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
  2143312    8.802    0.000    8.802    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
   966668    1.505    0.000    8.643    0.000 tpu.py:223(tpu_replicated_input_resolver)
730142/232110    1.624    0.000    8.458    0.000 function.py:95(_make_input_signature_hashable)
       12    0.013    0.001    8.438    0.703 save.py:1030(_build_meta_graph)
   121529    0.415    0.000    8.353    0.000 tf_inspect.py:238(getfullargspec)
   561266    2.281    0.000    8.332    0.000 base.py:854(_handle_deferred_dependencies)
   683894    3.410    0.000    8.267    0.000 functools.py:44(update_wrapper)
   967332    3.100    0.000    8.242    0.000 ops.py:4439(_apply_device_functions)
360428/360228    0.553    0.000    8.232    0.000 structure.py:407(type_spec_from_value)
 18292370    4.968    0.000    8.170    0.000 pickle.py:213(write)
  1739777    3.716    0.000    8.162    0.000 dtypes.py:172(is_compatible_with)
    40020    0.416    0.000    8.134    0.000 callbacks.py:202(__init__)
   200099    0.276    0.000    8.094    0.000 structure.py:355(to_tensor_list)
1417782/535655    2.493    0.000    8.058    0.000 type_spec.py:342(__make_cmp_key)
    72486    0.255    0.000    7.937    0.000 nest.py:1061(map_structure_up_to)
  1217280    1.500    0.000    7.875    0.000 {built-in method builtins.all}
  5357546    4.830    0.000    7.838    0.000 ops.py:5989(get_default_graph)
    72486    0.710    0.000    7.681    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
   360428    1.117    0.000    7.678    0.000 type_spec.py:555(_type_spec_from_value)
   121457    1.495    0.000    7.637    0.000 inspect.py:1089(getfullargspec)
   120084    2.478    0.000    7.482    0.000 conversion.py:129(is_whitelisted)
    40118    0.244    0.000    7.464    0.000 resource_variable_ops.py:606(numpy)
   240219    0.219    0.000    7.193    0.000 structure.py:321(reduce_fn)
    40020    0.147    0.000    7.121    0.000 data_adapter.py:995(_process_tensorlike)
 11957895    4.493    0.000    7.100    0.000 pickle.py:448(get)
  2225170    7.058    0.000    7.058    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
  1753982    3.529    0.000    6.996    0.000 tensor_shape.py:746(__init__)
   608043    2.378    0.000    6.971    0.000 tensor_spec.py:39(__init__)
  1654312    3.757    0.000    6.808    0.000 Hanabi.py:70(toarray)
  2839124    6.756    0.000    6.768    0.000 _collections_abc.py:742(__iter__)
   649705    4.701    0.000    6.763    0.000 tensor_shape.py:1193(as_proto)
   932010    0.761    0.000    6.762    0.000 ops.py:421(shape)
  3308730    2.708    0.000    6.758    0.000 c_api_util.py:157(tf_buffer)
    66631    0.281    0.000    6.736    0.000 Hanabi.py:272(<listcomp>)
212408/43634    0.780    0.000    6.662    0.000 training.py:322(__setattr__)
    40394    0.428    0.000    6.642    0.000 resource_variable_ops.py:668(read_value)
   400199    0.924    0.000    6.587    0.000 dataset_ops.py:528(_flat_shapes)
   120106    0.895    0.000    6.571    0.000 api.py:157(tf_convert)
  2926657    3.535    0.000    6.449    0.000 nest.py:203(_yield_sorted_items)
  2116917    1.399    0.000    6.428    0.000 nest.py:198(_yield_value)
   560287    0.718    0.000    6.400    0.000 structure.py:273(get_flat_tensor_shapes)
  4361699    2.632    0.000    6.279    0.000 dtypes.py:84(base_dtype)
  1933336    2.605    0.000    6.247    0.000 tpu.py:239(replace_with_unreplicated_resources)
    40020    0.201    0.000    6.213    0.000 callbacks.py:274(set_model)
   967332    4.094    0.000    6.213    0.000 lock_util.py:106(_another_group_active)
   105113    2.019    0.000    6.182    0.000 function.py:2151(_build_call_outputs)
  4339546    5.369    0.000    6.180    0.000 dtypes.py:192(__eq__)
   120400    0.195    0.000    6.167    0.000 context.py:2346(add_function)
   120424    0.357    0.000    6.082    0.000 function.py:1549(_set_function_spec)
   444520    1.934    0.000    6.002    0.000 ops.py:444(_c_api_shape)
  2983331    3.408    0.000    5.995    0.000 compat.py:64(as_bytes)
   120400    0.332    0.000    5.956    0.000 context.py:1085(add_function)
    80040    0.206    0.000    5.910    0.000 gen_dataset_ops.py:5498(repeat_dataset)
   967332    5.497    0.000    5.866    0.000 ops.py:6880(_reconstruct_sequence_inputs)
   967332    1.680    0.000    5.820    0.000 threading.py:357(notify_all)
  7947226    3.877    0.000    5.732    0.000 compat.py:90(as_text)
   120424    2.603    0.000    5.663    0.000 function.py:1562(_initialize_function_spec)
   120064    0.177    0.000    5.645    0.000 structure.py:210(from_compatible_tensor_list)
   967332    4.509    0.000    5.632    0.000 ops.py:3052(_add_op)
122389/121457    0.781    0.000    5.603    0.000 inspect.py:2183(_signature_from_callable)
   120400    5.550    0.000    5.550    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
226574/53406    1.211    0.000    5.511    0.000 base_layer.py:2756(__setattr__)
   966536    1.556    0.000    5.492    0.000 errors_impl.py:264(__init__)
   200199    0.411    0.000    5.478    0.000 type_spec.py:211(_to_tensor_list)
   120064    0.886    0.000    5.468    0.000 structure.py:175(_from_tensor_list_helper)
  2503243    3.261    0.000    5.467    0.000 context.py:1851(executing_eagerly)
   200199    0.296    0.000    5.463    0.000 structure.py:376(<lambda>)
    72486    0.112    0.000    5.459    0.000 nest.py:1234(<listcomp>)
  7191310    5.415    0.000    5.415    0.000 _weakrefset.py:70(__contains__)
    40020    0.136    0.000    5.396    0.000 gen_dataset_ops.py:5296(range_dataset)
    72486    0.115    0.000    5.347    0.000 nest.py:1137(<lambda>)
   120100    0.606    0.000    5.323    0.000 inspect_utils.py:82(isbuiltin)
  1047700    2.905    0.000    5.280    0.000 ops.py:4206(unique_name)
  1247664    2.720    0.000    5.256    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
    39970    0.407    0.000    5.179    0.000 training.py:2667(concat)
   720600    0.408    0.000    5.145    0.000 api.py:519(<genexpr>)
   371515    0.394    0.000    5.119    0.000 constant_op.py:298(_constant_eager_impl)
   846782    2.194    0.000    5.097    0.000 ops.py:3848(_get_tensor_by_tf_output)
   120103    0.876    0.000    5.056    0.000 api.py:244(decorator)
     1847    0.027    0.000    5.036    0.003 callbacks.py:397(on_epoch_end)
   120591    0.082    0.000    4.976    0.000 c_api_util.py:53(__del__)
  1426313    2.468    0.000    4.938    0.000 pickle.py:413(memoize)
   120591    4.894    0.000    4.894    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteGraph}
    40020    0.122    0.000    4.880    0.000 gen_dataset_ops.py:3266(model_dataset)
  1451920    1.173    0.000    4.860    0.000 ops.py:1925(<genexpr>)
   120149    0.277    0.000    4.828    0.000 <__array_function__ internals>:2(array_equal)
   247880    0.827    0.000    4.825    0.000 nest.py:1379(flatten_with_tuple_paths)
   108204    0.912    0.000    4.793    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
   266524    0.507    0.000    4.743    0.000 Hanabi.py:219(<listcomp>)
   600500    0.936    0.000    4.737    0.000 api.py:343(_is_of_known_loaded_module)
   371515    4.190    0.000    4.725    0.000 constant_op.py:70(convert_to_eager_tensor)
   121457    1.972    0.000    4.697    0.000 inspect.py:2102(_signature_from_function)
    40977    0.229    0.000    4.683    0.000 resource_variable_ops.py:643(_read_variable_op)
  1690747    3.008    0.000    4.682    0.000 base.py:577(_maybe_initialize_trackable)
   967228    4.680    0.000    4.680    0.000 c_api_util.py:190(tf_output)
   200199    0.570    0.000    4.649    0.000 tensor_spec.py:155(_to_components)
  1241249    1.143    0.000    4.579    0.000 structure.py:269(<lambda>)
5100/4716    0.018    0.000    4.560    0.001 def_function.py:1052(_get_concrete_function_garbage_collected)
    43770    0.399    0.000    4.471    0.000 resource_variable_ops.py:830(_lazy_read)
  1933387    1.968    0.000    4.447    0.000 registry.py:82(lookup)
  364/244    0.003    0.000    4.429    0.018 def_function.py:583(wrapped_fn)
5076/4692    0.008    0.000    4.424    0.001 def_function.py:1091(get_concrete_function)
   644593    1.699    0.000    4.419    0.000 op_def_library.py:173(_MakeType)
   120618    0.502    0.000    4.342    0.000 c_api_util.py:45(__init__)
   120149    1.722    0.000    4.309    0.000 numeric.py:2287(array_equal)
4944/1200    0.013    0.000    4.235    0.004 save_impl.py:546(get_concrete_function)
  2728545    3.861    0.000    4.224    0.000 {built-in method builtins.sorted}
    40020    0.119    0.000    4.163    0.000 gen_dataset_ops.py:5189(prefetch_dataset)
1344/1152    0.010    0.000    4.113    0.004 save_impl.py:401(add_trace)
     1847    0.005    0.000    4.065    0.002 callbacks.py:971(on_epoch_end)
     1847    0.021    0.000    4.061    0.002 callbacks.py:1019(_finalize_progbar)
   967332    1.027    0.000    4.033    0.000 ops.py:5153(_mutation_lock)
    39970    0.340    0.000    3.985    0.000 array_ops.py:1562(concat)
  4202550    2.588    0.000    3.967    0.000 options.py:74(get_fn)
    53330    0.053    0.000    3.952    0.000 <__array_function__ internals>:2(vstack)
   966538    3.663    0.000    3.936    0.000 errors_impl.py:64(__init__)
  1401386    1.757    0.000    3.858    0.000 type_spec.py:262(_flat_tensor_specs)
   108156    0.415    0.000    3.858    0.000 type_spec.py:293(__eq__)
    40020    0.121    0.000    3.853    0.000 data_adapter.py:963(select_data_adapter)
       24    0.001    0.000    3.841    0.160 functional_saver.py:202(save)
   400199    0.566    0.000    3.839    0.000 dataset_ops.py:537(_flat_types)
   967332    2.519    0.000    3.818    0.000 threading.py:334(notify)
       12    0.001    0.000    3.810    0.317 util.py:1152(save)
       12    0.000    0.000    3.804    0.317 util.py:1117(_save_cached_when_graph_building)
       24    0.001    0.000    3.801    0.158 functional_saver.py:252(save_fn)
    40020    0.213    0.000    3.773    0.000 gen_dataset_ops.py:106(anonymous_iterator_v2)
   120618    3.771    0.000    3.771    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
   967332    1.646    0.000    3.764    0.000 ops.py:1995(_control_flow_post_processing)
   240994    2.487    0.000    3.753    0.000 function.py:2388(__init__)
   973975    1.098    0.000    3.739    0.000 tensor_shape.py:1230(as_shape)
    40020    0.717    0.000    3.724    0.000 data_adapter.py:965(<listcomp>)
   360416    0.705    0.000    3.718    0.000 tensor_util.py:309(_AssertCompatible)
    53330    0.102    0.000    3.699    0.000 shape_base.py:224(vstack)
   120060    0.414    0.000    3.687    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
   967332    1.544    0.000    3.663    0.000 ops.py:5059(_snapshot_colocation_stack_metadata)
