         512551587 function calls (478504204 primitive calls) in 2194.304 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    27722    0.198    0.000    6.381    0.000 inspect_utils.py:82(isbuiltin)
     9238    0.273    0.000    6.372    0.001 dataset_ops.py:356(_apply_options)
   682498    4.029    0.000    6.361    0.000 Hanabi.py:111(save)
    46190    0.163    0.000    6.279    0.000 dataset_ops.py:2967(__init__)
   129663    2.004    0.000    6.179    0.000 base.py:800(_track_trackable)
   297773    4.495    0.000    5.736    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationGetAttrValueProto}
    92380    0.436    0.000    5.629    0.000 dataset_ops.py:546(_flat_structure)
    18476    0.076    0.000    5.560    0.000 dataset_ops.py:1128(repeat)
    18476    0.427    0.000    5.483    0.000 dataset_ops.py:3552(__init__)
   222491    1.478    0.000    5.365    0.000 tpu.py:223(tpu_replicated_input_resolver)
    27772    0.544    0.000    5.339    0.000 function.py:2767(__init__)
 22449358    5.173    0.000    5.173    0.000 {built-in method _struct.pack}
12369100/12364412    4.068    0.000    5.171    0.000 {built-in method builtins.getattr}
   222601    5.059    0.000    5.059    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_FinishOperation}
  1829436    3.703    0.000    5.022    0.000 compat.py:114(as_str)
   129822    1.403    0.000    4.849    0.000 contextlib.py:211(contextmanager)
  1216830    2.365    0.000    4.835    0.000 <__array_function__ internals>:2(concatenate)
    27714    1.098    0.000    4.795    0.000 structure.py:70(normalize_element)
 32440604    4.789    0.000    4.789    0.000 {built-in method builtins.id}
     9238    0.222    0.000    4.702    0.001 dataset_ops.py:4375(__init__)
   260022    2.082    0.000    4.683    0.000 ops.py:4091(name_scope)
    55428    0.344    0.000    4.649    0.000 structure.py:299(_to_tensor_list_helper)
    55586    0.115    0.000    4.606    0.000 func_graph.py:130(<listcomp>)
 32599801    4.576    0.000    4.576    0.000 {method 'write' of '_io.BytesIO' objects}
 26188787    4.566    0.000    4.566    0.000 pickle.py:603(persistent_id)
     9238    0.046    0.000    4.524    0.000 dataset_ops.py:920(range)
    37089    0.734    0.000    4.491    0.000 func_graph.py:82(encode_arg)
     9238    0.256    0.000    4.478    0.000 dataset_ops.py:3570(__init__)
  1079518    3.475    0.000    4.445    0.000 pickle.py:749(save_long)
     9236    0.350    0.000    4.417    0.000 iterator_ops.py:531(__del__)
   121178    1.464    0.000    4.391    0.000 ops.py:3868(_get_op_def)
    27812    0.440    0.000    4.372    0.000 function.py:2299(from_function_and_signature)
   278809    0.646    0.000    4.355    0.000 tf_stack.py:131(extract_stack)
    45738    1.328    0.000    4.334    0.000 function.py:2977(_cache_key)
   278800    1.261    0.000    4.227    0.000 {built-in method builtins.all}
   222627    0.533    0.000    4.193    0.000 lock_util.py:126(__exit__)
   222993    0.621    0.000    4.190    0.000 ops.py:386(_create_with_tf_output)
   224182    1.590    0.000    4.165    0.000 ops.py:2312(inputs)
   223005    2.230    0.000    4.146    0.000 ops.py:4439(_apply_device_functions)
     9238    0.042    0.000    4.067    0.000 dataset_ops.py:1031(prefetch)
     9238    0.386    0.000    4.024    0.000 dataset_ops.py:4289(__init__)
   222627    0.443    0.000    3.999    0.000 lock_util.py:123(__enter__)
   667415    1.799    0.000    3.991    0.000 object_identity.py:195(update)
    27837    1.812    0.000    3.961    0.000 ops.py:2862(__init__)
  1026087    3.232    0.000    3.960    0.000 pickle.py:871(save_tuple)
    83142    0.369    0.000    3.922    0.000 structure.py:407(type_spec_from_value)
    46190    0.186    0.000    3.902    0.000 structure.py:355(to_tensor_list)
1265026/1264580    2.515    0.000    3.881    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        2    0.000    0.000    3.816    1.908 training.py:1918(save)
        2    0.000    0.000    3.816    1.908 save.py:47(save_model)
        2    0.006    0.003    3.816    1.908 save.py:40(save)
        2    0.001    0.000    3.803    1.902 save.py:788(save)
     9238    0.063    0.000    3.795    0.000 gen_dataset_ops.py:2003(flat_map_dataset)
  1215576    2.797    0.000    3.785    0.000 ops.py:5989(get_default_graph)
    55428    0.132    0.000    3.767    0.000 structure.py:321(reduce_fn)
  1339504    0.890    0.000    3.755    0.000 nest.py:274(flatten)
     9238    0.277    0.000    3.715    0.000 Hanabi.py:259(toarray)
   399696    2.024    0.000    3.704    0.000 dtypes.py:172(is_compatible_with)
   258668    0.454    0.000    3.702    0.000 structure.py:257(get_flat_tensor_specs)
   444982    2.060    0.000    3.674    0.000 tpu.py:239(replace_with_unreplicated_resources)
   222627    1.425    0.000    3.660    0.000 lock_util.py:96(release)
    27719    1.348    0.000    3.636    0.000 conversion.py:129(is_whitelisted)
  3359498    1.517    0.000    3.621    0.000 ops.py:2376(type)
   278809    3.611    0.000    3.612    0.000 {built-in method tensorflow.python._tf_stack.extract_stack}
   222993    1.624    0.000    3.569    0.000 ops.py:359(__init__)
   222627    1.446    0.000    3.556    0.000 lock_util.py:86(acquire)
    83142    0.626    0.000    3.554    0.000 type_spec.py:555(_type_spec_from_value)
   120094    0.484    0.000    3.533    0.000 dataset_ops.py:2927(merge)
  1457667    3.030    0.000    3.523    0.000 dtypes.py:606(as_dtype)
231724/231552    1.239    0.000    3.464    0.000 nest.py:461(_packed_nest_with_indices)
     9238    0.367    0.000    3.423    0.000 resource_variable_ops.py:838(assign)
    10433    0.190    0.000    3.395    0.000 Experiment.py:39(availableActions)
 26188793    3.390    0.000    3.390    0.000 {method 'tell' of '_io.BytesIO' objects}
     9238    0.043    0.000    3.276    0.000 dataset_ops.py:957(zip)
   138726    1.418    0.000    3.248    0.000 tensor_spec.py:39(__init__)
     9238    0.249    0.000    3.233    0.000 dataset_ops.py:3472(__init__)
   563163    2.644    0.000    3.222    0.000 context.py:1851(executing_eagerly)
   185507    1.824    0.000    3.177    0.000 tf_decorator.py:67(make_decorator)
     9236    0.045    0.000    3.109    0.000 gen_dataset_ops.py:1262(delete_iterator)
  1297157    2.686    0.000    3.062    0.000 contextlib.py:82(__init__)
   120094    1.010    0.000    3.049    0.000 options.py:89(merge_options)
    92380    0.505    0.000    3.036    0.000 dataset_ops.py:528(_flat_shapes)
    28018    0.245    0.000    3.030    0.000 tf_inspect.py:238(getfullargspec)
   588130    2.661    0.000    3.028    0.000 object_identity.py:174(__init__)
     9238    0.135    0.000    3.017    0.000 callbacks.py:202(__init__)
   157552    2.257    0.000    2.993    0.000 functools.py:34(update_wrapper)
     9238    0.053    0.000    2.992    0.000 gen_dataset_ops.py:5057(parallel_map_dataset_v2)
   129334    0.577    0.000    2.988    0.000 structure.py:273(get_flat_tensor_shapes)
   214145    0.404    0.000    2.956    0.000 ops.py:421(shape)
     9238    0.057    0.000    2.947    0.000 gen_dataset_ops.py:3036(map_dataset)
    46190    0.255    0.000    2.906    0.000 type_spec.py:211(_to_tensor_list)
  1002410    1.820    0.000    2.881    0.000 dtypes.py:84(base_dtype)
  1339504    2.754    0.000    2.865    0.000 {built-in method tensorflow.python._pywrap_utils.Flatten}
    46190    0.144    0.000    2.856    0.000 structure.py:376(<lambda>)
7273697/7272141    2.540    0.000    2.825    0.000 {built-in method builtins.hasattr}
    30104    0.305    0.000    2.814    0.000 Hanabi.py:367(count_discarded)
409297/409206    1.298    0.000    2.804    0.000 base.py:453(_method_wrapper)
    17092    0.129    0.000    2.765    0.000 nest.py:1061(map_structure_up_to)
        2    0.001    0.001    2.728    1.364 save.py:1030(_build_meta_graph)
    28006    0.685    0.000    2.684    0.000 inspect.py:1090(getfullargspec)
     9238    0.088    0.000    2.643    0.000 data_adapter.py:995(_process_tensorlike)
    17092    0.439    0.000    2.636    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
   129640    1.226    0.000    2.629    0.000 base.py:854(_handle_deferred_dependencies)
   400178    1.431    0.000    2.621    0.000 tensor_shape.py:746(__init__)
   333930    0.833    0.000    2.582    0.000 ops.py:1924(<genexpr>)
   102180    1.190    0.000    2.552    0.000 ops.py:444(_c_api_shape)
    46190    0.435    0.000    2.539    0.000 tensor_spec.py:155(_to_components)
   223005    1.162    0.000    2.519    0.000 ops.py:1995(_control_flow_post_processing)
   158494    2.496    0.000    2.496    0.000 {method 'ParseFromString' of 'google.protobuf.pyext._message.CMessage' objects}
    30104    0.779    0.000    2.492    0.000 Hanabi.py:368(<dictcomp>)
409523/248048    0.866    0.000    2.414    0.000 {built-in method builtins.hash}
   231783    1.419    0.000    2.348    0.000 nest.py:129(_sequence_like)
     9238    0.082    0.000    2.346    0.000 callbacks.py:274(set_model)
    56750    0.486    0.000    2.286    0.000 nest.py:1379(flatten_with_tuple_paths)
47249/10042    0.345    0.000    2.283    0.000 training.py:322(__setattr__)
    27715    0.122    0.000    2.283    0.000 structure.py:210(from_compatible_tensor_list)
   286382    0.676    0.000    2.266    0.000 structure.py:269(<lambda>)
     9239    0.102    0.000    2.235    0.000 resource_variable_ops.py:606(numpy)
   844897    2.226    0.000    2.226    0.000 {built-in method numpy.array}
   149142    1.378    0.000    2.203    0.000 tensor_shape.py:1193(as_proto)
   444982    1.070    0.000    2.191    0.000 registry.py:82(lookup)
        1    0.003    0.003    2.185    2.185 Experiment.py:247(load_experiment)
    27715    0.515    0.000    2.169    0.000 api.py:157(tf_convert)
    27818    0.204    0.000    2.166    0.000 function.py:1549(_set_function_spec)
    27715    0.385    0.000    2.162    0.000 structure.py:175(_from_tensor_list_helper)
    92380    0.352    0.000    2.157    0.000 dataset_ops.py:537(_flat_types)
    27801    2.128    0.000    2.128    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphToFunction_wrapper}
   195114    1.136    0.000    2.117    0.000 ops.py:3848(_get_tensor_by_tf_output)
  1026073    2.115    0.000    2.116    0.000 {method '__reduce_ex__' of 'object' objects}
  3359902    2.104    0.000    2.104    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
    84693    0.220    0.000    2.100    0.000 constant_op.py:298(_constant_eager_impl)
  1026108    1.735    0.000    2.081    0.000 _dill.py:386(__missing__)
   426502    1.132    0.000    2.077    0.000 nest.py:198(_yield_value)
   445202    2.045    0.000    2.045    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
51498/12641    0.434    0.000    2.024    0.000 base_layer.py:2756(__setattr__)
   667415    0.713    0.000    2.018    0.000 object_identity.py:196(<listcomp>)
137054/45738    0.488    0.000    1.992    0.000 function.py:95(_make_input_signature_hashable)
   222627    0.709    0.000    1.990    0.000 threading.py:364(notify_all)
     8800    0.641    0.000    1.974    0.000 Experiment.py:51(<listcomp>)
   492745    1.972    0.000    1.972    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
     9259    0.187    0.000    1.969    0.000 resource_variable_ops.py:668(read_value)
   130167    0.701    0.000    1.969    0.000 ops.py:3886(as_default)
    51271    0.151    0.000    1.965    0.000 type_spec.py:301(__hash__)
    27793    1.053    0.000    1.947    0.000 function.py:1562(_initialize_function_spec)
  3868758    1.934    0.000    1.934    0.000 _dill.py:1515(is_dill)
28493/28292    0.420    0.000    1.923    0.000 inspect.py:2206(_signature_from_callable)
    46190    0.440    0.000    1.921    0.000 Hanabi.py:212(toarray)
   148256    1.035    0.000    1.907    0.000 op_def_library.py:173(_MakeType)
   426741    1.886    0.000    1.886    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
    85449    0.444    0.000    1.885    0.000 type_spec.py:337(__get_cmp_key)
    84693    1.407    0.000    1.880    0.000 constant_op.py:70(convert_to_eager_tensor)
   982558    1.666    0.000    1.872    0.000 dtypes.py:192(__eq__)
    27714    0.140    0.000    1.869    0.000 tf_utils.py:513(to_numpy_or_python_type)
   101620    0.403    0.000    1.855    0.000 structure.py:286(get_flat_tensor_types)
9363/9311    0.069    0.000    1.833    0.000 variables.py:258(__call__)
   762592    0.731    0.000    1.823    0.000 c_api_util.py:157(tf_buffer)
   166332    0.327    0.000    1.822    0.000 api.py:518(<genexpr>)
   223005    1.254    0.000    1.819    0.000 ops.py:5059(_snapshot_colocation_stack_metadata)
   222601    1.816    0.000    1.816    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
   222627    0.565    0.000    1.808    0.000 ops.py:5153(_mutation_lock)
   323335    1.316    0.000    1.802    0.000 type_spec.py:262(_flat_tensor_specs)
   222627    0.504    0.000    1.801    0.000 lock_util.py:106(_another_group_active)
  2635154    1.766    0.000    1.767    0.000 __init__.py:1677(isEnabledFor)
   353926    1.735    0.000    1.735    0.000 {method 'match' of 're.Pattern' objects}
   511951    1.695    0.000    1.695    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
   324460    1.013    0.000    1.690    0.000 Hanabi.py:200(save)
7765853/7765353    1.653    0.000    1.654    0.000 {built-in method builtins.len}
   241097    1.133    0.000    1.645    0.000 ops.py:4206(unique_name)
    83162    0.349    0.000    1.640    0.000 tensor_util.py:309(_AssertCompatible)
    95926    0.328    0.000    1.633    0.000 nest.py:1310(yield_flat_paths)
     9238    0.094    0.000    1.619    0.000 dataset_ops.py:3581(_parse_args)
   287101    0.822    0.000    1.564    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
    64666    0.539    0.000    1.559    0.000 nest.py:195(map_structure)
        4    0.000    0.000    1.546    0.387 pyplot.py:2838(plot)
        6    0.000    0.000    1.531    0.255 pyplot.py:2366(gca)
     9239    0.124    0.000    1.527    0.000 resource_variable_ops.py:830(_lazy_read)
    27714    0.116    0.000    1.523    0.000 dataset_ops.py:3602(_build_tensor)
   824606    0.415    0.000    1.518    0.000 abc.py:96(__instancecheck__)
    27715    0.411    0.000    1.506    0.000 api.py:244(decorator)
   138610    0.248    0.000    1.495    0.000 api.py:343(_is_of_known_loaded_module)
   222601    1.407    0.000    1.493    0.000 ops.py:6880(_reconstruct_sequence_inputs)
   223005    1.243    0.000    1.492    0.000 ops.py:3052(_add_op)
     9238    0.090    0.000    1.485    0.000 Hanabi.py:272(<listcomp>)
    28288    0.630    0.000    1.470    0.000 inspect.py:2112(_signature_from_function)
   150129    1.168    0.000    1.461    0.000 ops.py:6385(name_scope)
    27797    0.123    0.000    1.449    0.000 context.py:2346(add_function)
   654362    1.441    0.000    1.447    0.000 _collections_abc.py:742(__iter__)
        1    0.001    0.001    1.444    1.444 save.py:137(load_model)
        1    0.000    0.000    1.440    1.440 load.py:93(load)
     9238    0.039    0.000    1.437    0.000 dataset_ops.py:2112(with_options)
   102038    0.670    0.000    1.432    0.000 op_def_library.py:84(_Flatten)
        1    0.000    0.000    1.426    1.426 load.py:606(load_internal)
        1    0.000    0.000    1.422    1.422 load.py:176(__init__)
        1    0.000    0.000    1.422    1.422 load.py:112(__init__)
    55448    0.136    0.000    1.420    0.000 ag_logging.py:138(log)
   222491    0.881    0.000    1.412    0.000 dataset_ops.py:4572(_resource_resolver)
   222921    0.627    0.000    1.409    0.000 func_graph.py:595(capture)
        2    0.000    0.000    1.408    0.704 pyplot.py:856(savefig)
170898/85449    0.488    0.000    1.407    0.000 type_spec.py:342(__make_cmp_key)
    71/59    0.006    0.000    1.400    0.024 base_layer.py:875(__call__)
  850/786    0.006    0.000    1.399    0.002 def_function.py:1052(_get_concrete_function_garbage_collected)
     9238    0.082    0.000    1.398    0.000 dataset_ops.py:4358(__init__)
   352000    1.325    0.000    1.394    0.000 Hanabi.py:196(__init__)
   444982    0.932    0.000    1.389    0.000 auto_control_deps.py:125(op_is_stateful)
   129940    0.463    0.000    1.384    0.000 ops.py:6498(__exit__)
   616866    0.947    0.000    1.374    0.000 nest.py:203(_yield_sorted_items)
   896086    1.154    0.000    1.368    0.000 options.py:74(get_fn)
260552/180018    0.865    0.000    1.364    0.000 nest.py:720(_yield_flat_up_to)
        2    0.000    0.000    1.363    0.682 figure.py:2169(savefig)
        2    0.000    0.000    1.363    0.682 backend_qt5agg.py:80(print_figure)
     9363    0.087    0.000    1.350    0.000 resource_variable_ops.py:643(_read_variable_op)
   222136    0.481    0.000    1.340    0.000 tensor_shape.py:1230(as_shape)
    55594    0.765    0.000    1.339    0.000 tensor_shape.py:1074(is_compatible_with)
    27716    0.113    0.000    1.339    0.000 <__array_function__ internals>:2(array_equal)
    27775    0.149    0.000    1.336    0.000 func_graph.py:1258(_get_defun_inputs_from_kwargs)
    27797    0.178    0.000    1.322    0.000 context.py:1085(add_function)
      434    0.002    0.000    1.321    0.003 save.py:141(list_functions)
  1829536    1.048    0.000    1.320    0.000 compat.py:90(as_text)
   222537    1.006    0.000    1.308    0.000 op_callbacks.py:118(should_invoke_op_callbacks)
   195232    0.843    0.000    1.305    0.000 control_flow_util.py:266(CheckInputFromValidContext)
    27837    0.090    0.000    1.305    0.000 c_api_util.py:45(__init__)
   222367    0.817    0.000    1.304    0.000 auto_control_deps_utils.py:112(<genexpr>)
    55453    0.118    0.000    1.287    0.000 ag_logging.py:121(has_verbosity)
   498942    0.860    0.000    1.276    0.000 config_lib.py:50(get_action)
    77266    0.415    0.000    1.273    0.000 ops.py:5639(init_scope)
 1060/228    0.021    0.000    1.260    0.006 deprecation.py:384(wrapper)
    18476    0.070    0.000    1.256    0.000 gen_dataset_ops.py:5498(repeat_dataset)
   686873    0.869    0.000    1.256    0.000 compat.py:64(as_bytes)
    55615    0.940    0.000    1.244    0.000 function.py:2388(__init__)
   222627    0.954    0.000    1.243    0.000 lock_util.py:74(group)
   222807    0.795    0.000    1.241    0.000 errors_impl.py:264(__init__)
    17092    0.059    0.000    1.233    0.000 nest.py:1234(<listcomp>)
    27714    0.151    0.000    1.231    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
  846/782    0.004    0.000    1.226    0.002 def_function.py:1091(get_concrete_function)
       14    0.000    0.000    1.224    0.087 base_layer.py:3017(_list_functions_for_serialization)
