         3559327010 function calls (3470398832 primitive calls) in 13921.861 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 16443993   32.016    0.000   55.498    0.000 abc.py:180(__instancecheck__)
   264689    1.266    0.000   55.427    0.000 Hanabi.py:371(save)
 20645887   11.145    0.000   54.455    0.000 <__array_function__ internals>:2(concatenate)
  3696015    5.738    0.000   53.913    0.000 ops.py:386(_create_with_tf_output)
   461064    3.676    0.000   52.695    0.000 function.py:2299(from_function_and_signature)
   255735    3.515    0.000   52.684    0.000 Hanabi.py:259(toarray)
  2160636    7.054    0.000   52.479    0.000 ops.py:6458(__enter__)
  1530974    4.202    0.000   50.245    0.000 dataset_ops.py:546(_flat_structure)
   153098    0.476    0.000   49.939    0.000 dataset_ops.py:1031(prefetch)
   153098    3.285    0.000   49.463    0.000 dataset_ops.py:4289(__init__)
105946259/105942899   45.650    0.000   48.480    0.000 {built-in method builtins.hasattr}
   921872    0.695    0.000   48.340    0.000 func_graph.py:130(<listcomp>)
  3696015   15.372    0.000   48.175    0.000 ops.py:359(__init__)
  3956704    3.698    0.000   47.811    0.000 Experiment.py:108(<lambda>)
   615452    5.843    0.000   47.645    0.000 func_graph.py:82(encode_arg)
  3077343   22.946    0.000   47.253    0.000 tf_decorator.py:67(make_decorator)
  1990262    3.554    0.000   46.612    0.000 dataset_ops.py:2927(merge)
  3696239    3.209    0.000   45.659    0.000 lock_util.py:123(__enter__)
   170142    2.954    0.000   45.430    0.000 resource_variable_ops.py:838(assign)
8348174/4551799   14.054    0.000   45.236    0.000 {built-in method builtins.hash}
   264689    0.615    0.000   44.733    0.000 Hanabi.py:379(<listcomp>)
 77744730   20.732    0.000   44.692    0.000 {method 'get' of 'dict' objects}
  3696239    3.993    0.000   44.346    0.000 lock_util.py:126(__exit__)
  1323445    1.729    0.000   44.117    0.000 Hanabi.py:245(save)
  5805570   20.676    0.000   43.853    0.000 Hanabi.py:111(save)
   918582    4.335    0.000   43.202    0.000 structure.py:299(_to_tensor_list_helper)
  1990262   10.199    0.000   43.058    0.000 options.py:89(merge_options)
  4460018   24.315    0.000   42.603    0.000 nest.py:129(_sequence_like)
  3696239   11.233    0.000   42.450    0.000 lock_util.py:86(acquire)
6789623/6789583   10.886    0.000   42.414    0.000 base.py:453(_method_wrapper)
 55754360   41.867    0.000   41.867    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_OperationOpType}
4459010/4444159   10.180    0.000   41.856    0.000 nest.py:461(_packed_nest_with_indices)
2153942/2153940    9.276    0.000   41.762    0.000 contextlib.py:129(contextmanager)
  1323445    1.982    0.000   41.753    0.000 Hanabi.py:246(<listcomp>)
  1263479    1.758    0.000   41.748    0.000 type_spec.py:301(__hash__)
  2113597    4.274    0.000   40.756    0.000 type_spec.py:337(__get_cmp_key)
       42    0.000    0.000   40.629    0.967 training.py:1918(save)
       42    0.001    0.000   40.629    0.967 save.py:47(save_model)
       42    0.151    0.004   40.626    0.967 save.py:40(save)
  7087040   40.378    0.000   40.378    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_SetAttrValueProto}
  3696239   13.109    0.000   40.353    0.000 lock_util.py:96(release)
       42    0.023    0.001   40.312    0.960 save.py:788(save)
 30363563   18.262    0.000   40.203    0.000 compat.py:114(as_str)
2841106/900066    7.185    0.000   39.774    0.000 function.py:95(_make_input_signature_hashable)
 16760993   39.173    0.000   39.187    0.000 {built-in method numpy.array}
 11080737   14.460    0.000   38.646    0.000 object_identity.py:195(update)
  4286744    6.951    0.000   38.047    0.000 structure.py:257(get_flat_tensor_specs)
  2157084    3.488    0.000   37.894    0.000 Experiment.py:93(<lambda>)
   153098    0.410    0.000   37.581    0.000 dataset_ops.py:957(zip)
  7392478   37.545    0.000   37.545    0.000 {method 'ByteSize' of 'google.protobuf.pyext._message.CMessage' objects}
   153098    2.212    0.000   37.171    0.000 dataset_ops.py:3472(__init__)
   464364    1.715    0.000   36.980    0.000 tf_inspect.py:238(getfullargspec)
  4323780   14.253    0.000   36.734    0.000 ops.py:4091(name_scope)
   765484    1.340    0.000   36.266    0.000 structure.py:355(to_tensor_list)
1378870/1378070    2.878    0.000   36.201    0.000 structure.py:407(type_spec_from_value)
  3696239   35.526    0.000   35.526    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewOperation}
5693030/2113597   10.637    0.000   35.508    0.000 type_spec.py:342(__make_cmp_key)
   276138    1.071    0.000   35.346    0.000 nest.py:1061(map_structure_up_to)
   153436    1.038    0.000   35.285    0.000 resource_variable_ops.py:606(numpy)
  1278675    4.598    0.000   35.277    0.000 Hanabi.py:212(toarray)
  2146778   10.251    0.000   34.685    0.000 base.py:854(_handle_deferred_dependencies)
  3693985    6.083    0.000   34.641    0.000 tpu.py:223(tpu_replicated_input_resolver)
  8188058   34.494    0.000   34.494    0.000 {method 'SerializeToString' of 'google.protobuf.pyext._message.CMessage' objects}
       42    0.087    0.002   34.474    0.821 save.py:1030(_build_meta_graph)
   276138    2.884    0.000   34.274    0.000 nest.py:1142(map_structure_with_tuple_paths_up_to)
   464112    6.728    0.000   34.092    0.000 inspect.py:1089(getfullargspec)
  1378870    4.898    0.000   33.319    0.000 type_spec.py:555(_type_spec_from_value)
   153098    1.496    0.000   33.185    0.000 callbacks.py:202(__init__)
  3696239   11.901    0.000   32.477    0.000 ops.py:4439(_apply_device_functions)
  6653069   14.234    0.000   31.993    0.000 dtypes.py:172(is_compatible_with)
   460474    1.080    0.000   31.835    0.000 context.py:2346(add_function)
   459353   10.348    0.000   31.256    0.000 conversion.py:129(is_whitelisted)
   154402    1.917    0.000   31.141    0.000 resource_variable_ops.py:668(read_value)
 20498482   18.505    0.000   30.994    0.000 ops.py:5989(get_default_graph)
  3560119    3.217    0.000   30.945    0.000 ops.py:421(shape)
   918982    0.977    0.000   30.904    0.000 structure.py:321(reduce_fn)
  4652592    5.505    0.000   30.886    0.000 {built-in method builtins.all}
   153098    0.721    0.000   30.729    0.000 data_adapter.py:995(_process_tensorlike)
   460474    1.819    0.000   30.696    0.000 context.py:1085(add_function)
2613290/2613289   14.888    0.000   30.446    0.000 functools.py:44(update_wrapper)
   418594    9.754    0.000   30.264    0.000 function.py:2151(_build_call_outputs)
   620595    2.673    0.000   29.941    0.000 iostream.py:195(schedule)
  1530974    4.303    0.000   29.660    0.000 dataset_ops.py:528(_flat_shapes)
  2315212   10.200    0.000   29.555    0.000 tensor_spec.py:39(__init__)
   460558    1.715    0.000   29.222    0.000 function.py:1549(_set_function_spec)
  6688977   14.994    0.000   28.943    0.000 tensor_shape.py:746(__init__)
  2143369    3.524    0.000   28.870    0.000 structure.py:273(get_flat_tensor_shapes)
   459340    4.581    0.000   28.591    0.000 api.py:157(tf_convert)
  8501370   28.530    0.000   28.530    0.000 {method 'CopyFrom' of 'google.protobuf.pyext._message.CMessage' objects}
  8176387    6.238    0.000   28.511    0.000 nest.py:198(_yield_value)
  2481883   20.332    0.000   28.510    0.000 tensor_shape.py:1193(as_proto)
   460474   28.402    0.000   28.402    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextAddFunction}
 11271027   15.739    0.000   27.762    0.000 nest.py:203(_yield_sorted_items)
  1698573    9.038    0.000   27.728    0.000 ops.py:444(_c_api_shape)
818318/167264    3.055    0.000   27.336    0.000 training.py:322(__setattr__)
  3696239   18.861    0.000   27.263    0.000 lock_util.py:106(_another_group_active)
 12643778   10.964    0.000   27.097    0.000 c_api_util.py:157(tf_buffer)
   460558   12.488    0.000   27.070    0.000 function.py:1562(_initialize_function_spec)
 10843759   26.682    0.000   26.726    0.000 _collections_abc.py:742(__iter__)
  6347884   14.876    0.000   26.115    0.000 Hanabi.py:70(toarray)
  9771199   22.817    0.000   26.092    0.000 object_identity.py:174(__init__)
   255735    1.046    0.000   25.665    0.000 Hanabi.py:272(<listcomp>)
   153098    0.895    0.000   25.655    0.000 callbacks.py:274(set_model)
 16674055   10.957    0.000   25.367    0.000 dtypes.py:84(base_dtype)
467608/464396    3.534    0.000   25.105    0.000 inspect.py:2183(_signature_from_callable)
   276138    0.430    0.000   25.021    0.000 nest.py:1234(<listcomp>)
  7387970   10.395    0.000   24.952    0.000 tpu.py:239(replace_with_unreplicated_resources)
   459558    1.499    0.000   24.872    0.000 <__array_function__ internals>:2(array_equal)
   153098    0.611    0.000   24.733    0.000 gen_dataset_ops.py:5296(range_dataset)
   276138    0.524    0.000   24.591    0.000 nest.py:1137(<lambda>)
  1425085    1.730    0.000   24.341    0.000 constant_op.py:298(_constant_eager_impl)
   459298    0.778    0.000   24.223    0.000 structure.py:210(from_compatible_tensor_list)
 16606496   20.909    0.000   24.134    0.000 dtypes.py:192(__eq__)
   152898    1.610    0.000   23.846    0.000 training.py:2667(concat)
  9580439   13.765    0.000   23.801    0.000 context.py:1851(executing_eagerly)
   620595   23.764    0.000   23.764    0.000 socket.py:357(send)
   765884    1.448    0.000   23.731    0.000 structure.py:376(<lambda>)
 27880524   23.626    0.000   23.651    0.000 _weakrefset.py:70(__contains__)
   306196    0.870    0.000   23.527    0.000 gen_dataset_ops.py:5498(repeat_dataset)
   459298    3.762    0.000   23.445    0.000 structure.py:175(_from_tensor_list_helper)
   765884    2.186    0.000   23.097    0.000 type_spec.py:211(_to_tensor_list)
  3696239    6.290    0.000   23.028    0.000 threading.py:357(notify_all)
 11399745   12.915    0.000   22.923    0.000 compat.py:64(as_bytes)
  3696239   21.543    0.000   22.898    0.000 ops.py:6880(_reconstruct_sequence_inputs)
     8499    0.131    0.000   22.693    0.003 callbacks.py:397(on_epoch_end)
  1425085   19.800    0.000   22.611    0.000 constant_op.py:70(convert_to_eager_tensor)
   459399    2.796    0.000   22.489    0.000 inspect_utils.py:82(isbuiltin)
865964/200436    5.259    0.000   22.479    0.000 base_layer.py:2756(__setattr__)
   156185    0.812    0.000   22.393    0.000 resource_variable_ops.py:643(_read_variable_op)
  2756394    1.760    0.000   22.301    0.000 api.py:519(<genexpr>)
   459558   10.121    0.000   22.162    0.000 numeric.py:2287(array_equal)
 43291515   14.091    0.000   21.963    0.000 pickle.py:213(write)
 30365537   14.772    0.000   21.946    0.000 compat.py:90(as_text)
  4767447   11.527    0.000   21.491    0.000 op_def_library.py:53(_SatisfiesTypeConstraint)
   459338    3.848    0.000   21.430    0.000 api.py:244(decorator)
   153098    0.574    0.000   21.409    0.000 gen_dataset_ops.py:3266(model_dataset)
   461234    3.447    0.000   21.264    0.000 c_api_util.py:45(__init__)
  3696239   16.666    0.000   21.240    0.000 ops.py:3052(_add_op)
   452324    3.710    0.000   21.170    0.000 tf_utils.py:531(_to_single_numpy_or_python_type)
   464392    8.567    0.000   21.097    0.000 inspect.py:2102(_signature_from_function)
   359158    1.870    0.000   21.095    0.000 iostream.py:382(write)
  3234680    9.242    0.000   20.908    0.000 ops.py:3848(_get_tensor_by_tf_output)
 11080737    8.597    0.000   20.901    0.000 object_identity.py:196(<listcomp>)
  4003448   11.639    0.000   20.616    0.000 ops.py:4206(unique_name)
  4748452    5.443    0.000   20.547    0.000 structure.py:269(<lambda>)
   105414    0.808    0.000   20.543    0.000 Experiment.py:39(availableActions)
  2296995    3.440    0.000   20.542    0.000 api.py:343(_is_of_known_loaded_module)
  6464593   13.289    0.000   20.458    0.000 base.py:577(_maybe_initialize_trackable)
   461226    0.358    0.000   20.354    0.000 c_api_util.py:53(__del__)
 20976226   12.304    0.000   20.330    0.000 options.py:74(get_fn)
1224784/918588    6.395    0.000   20.308    0.000 options.py:37(__eq__)
 28119326   12.952    0.000   20.242    0.000 pickle.py:448(get)
   945728    3.323    0.000   20.033    0.000 nest.py:1379(flatten_with_tuple_paths)
   461226   19.996    0.000   19.996    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_DeleteGraph}
  5546143    4.764    0.000   19.831    0.000 ops.py:1925(<genexpr>)
  3696015   19.763    0.000   19.763    0.000 c_api_util.py:190(tf_output)
   765884    2.400    0.000   19.200    0.000 tensor_spec.py:155(_to_components)
     8499    0.028    0.000   18.866    0.002 callbacks.py:971(on_epoch_end)
     8499    0.104    0.000   18.838    0.002 callbacks.py:1019(_finalize_progbar)
17850/16506    0.075    0.000   18.817    0.001 def_function.py:1052(_get_concrete_function_garbage_collected)
   152898    1.526    0.000   18.768    0.000 array_ops.py:1562(concat)
   170152    1.489    0.000   18.231    0.000 resource_variable_ops.py:830(_lazy_read)
17766/16422    0.033    0.000   18.200    0.001 def_function.py:1091(get_concrete_function)
  1022940    1.935    0.000   18.082    0.000 Hanabi.py:219(<listcomp>)
   921622   12.160    0.000   17.825    0.000 function.py:2388(__init__)
   153098    0.471    0.000   17.753    0.000 gen_dataset_ops.py:5189(prefetch_dataset)
17304/4200    0.046    0.000   17.441    0.004 save_impl.py:546(get_concrete_function)
  2164741    2.894    0.000   17.338    0.000 ops.py:3886(as_default)
   461234   17.287    0.000   17.287    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_NewGraph}
  2462701    6.669    0.000   17.120    0.000 op_def_library.py:173(_MakeType)
  7388021    7.716    0.000   17.048    0.000 registry.py:82(lookup)
4704/4032    0.039    0.000   16.988    0.004 save_impl.py:401(add_trace)
  5361051    7.465    0.000   16.945    0.000 type_spec.py:262(_flat_tensor_specs)
        1    0.003    0.003   16.886   16.886 Experiment.py:200(save)
  4207843    6.113    0.000   16.413    0.000 tensor_spec.py:87(__hash__)
   918951    0.983    0.000   16.392    0.000 ag_logging.py:138(log)
 1264/844    0.014    0.000   16.389    0.019 def_function.py:583(wrapped_fn)
  1530974    2.394    0.000   16.383    0.000 dataset_ops.py:537(_flat_types)
   153098    0.955    0.000   16.230    0.000 gen_dataset_ops.py:106(anonymous_iterator_v2)
  3696239    4.608    0.000   16.221    0.000 ops.py:5153(_mutation_lock)
   459294    1.687    0.000   16.166    0.000 data_adapter.py:1011(_convert_numpy_and_scipy)
  1378528    2.881    0.000   15.855    0.000 tensor_util.py:309(_AssertCompatible)
   921116    3.935    0.000   15.635    0.000 func_graph.py:1061(check_mutation)
   425059    1.751    0.000   15.617    0.000 type_spec.py:293(__eq__)
2846515/2113597    3.569    0.000   15.521    0.000 type_spec.py:357(<listcomp>)
  3696239    6.765    0.000   15.514    0.000 ops.py:1995(_control_flow_post_processing)
 10563683   15.434    0.000   15.479    0.000 {built-in method builtins.sorted}
   153098    0.519    0.000   15.473    0.000 data_adapter.py:963(select_data_adapter)
  3696239   10.336    0.000   15.453    0.000 threading.py:334(notify)
   919000    0.984    0.000   15.411    0.000 ag_logging.py:121(has_verbosity)
